Empresa;Data;Prestador;Tipo;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Numero_NF;Vencimento_NF
842;2025-09-10;Referente A Mao De Obra De Instalacao Da Iluminacao Do Phg;Outro;13659;30085.0;24000.0;10/09/2025;NORMAL;1856;APROVADA;11;
1;2025-09-09;Mad Art Em Moveis Ltda;Serviço;13618;30060.0;8230.0;10/09/2025;NORMAL;1858;APROVADA;67;
1;2025-09-09;;Compra;13619;30090.0;948.0;12/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-09;Suporte Servicos De Seguranca Ltda;Serviço;13633;30065.0;5128.3;10/09/2025;NORMAL;1858;APROVADA;84213;
1;2025-09-09;Lirian Isabel Pires;Serviço;13634;30066.0;2500.0;10/09/2025;NORMAL;1858;APROVADA;175;
24;2025-09-09;A Mac Maquinas De Costura Ltda;Produto;13626;30062.0;125.0;10/09/2025;NORMAL;1858;APROVADA;4662;
24;2025-09-09;A Mac Maquinas De Costura Ltda;Serviço;13628;30061.0;490.0;10/09/2025;NORMAL;1858;APROVADA;2025;22/09
25;2025-09-09;A Mac Maquinas De Costura Ltda;Produto;13629;30063.0;30.0;10/09/2025;NORMAL;1858;APROVADA;4661;
25;2025-09-09;A Mac Maquinas De Costura Ltda;Serviço;13630;30064.0;490.0;10/09/2025;NORMAL;1858;APROVADA;2025;
25;2025-09-09;Nf 2025/652;Serviço;13632;30051.0;250.51;09/09/2025;NORMAL;1858;APROVADA;2025;
842;2025-09-09;Referente A Iluminacao Do Phg;Outro;13624;30087.0;81270.0;10/09/2025;NORMAL;1856;ATENDIDA;;
842;2025-09-09;Contrato De Manutencao Do Ar Condicionado Do Phg;Outro;13639;;450.0;;NORMAL;1856;APROVADA;;
1;2025-09-08;;Outro;13611;;20.0;;NORMAL;1858;NAO LIBERADA;;
821;2025-09-08;La Novita Comercio De Couros Eireli;Produto;13592;30043.0;1820.0;09/09/2025;NORMAL;1858;ATENDIDA;24199;
1;2025-09-05;Gl Comercio De Materiais Para Construcao Ltda;Produto;13582;30042.0;1076.44;09/09/2025;NORMAL;1858;APROVADA;6721;
1;2025-09-05;;Compra;13586;30037.0;730.0;10/09/2025;ALTA;1858;APROVADA;;
27;2025-09-05;;Compra;13576;30026.0;102.9;08/09/2025;NORMAL;1858;APROVADA;357222;
30;2025-09-05;;Compra;13561;30011.0;1079.72;08/09/2025;NORMAL;1858;APROVADA;47;
605;2025-09-05;Mad Art Em Moveis Ltda;Serviço;13571;30015.0;2720.0;08/09/2025;NORMAL;1858;APROVADA;66;
821;2025-09-05;;Compra;13559;30009.0;7958.0;15/09/2025;ALTA;1856;ATENDIDA;;
821;2025-09-05;Vb Materiais De Construcao Ltda;Produto;13574;30016.0;8793.57;08/09/2025;NORMAL;1858;ATENDIDA;43262;
821;2025-09-05;Diarco Ind E Comex Ltda;Serviço;13581;30086.0;13075.33;10/09/2025;NORMAL;1858;ATENDIDA;22679;
842;2025-09-05;Sandoval Oliveira Santos;Produto;13568;30013.0;3450.15;08/09/2025;NORMAL;1858;APROVADA;1563;
843;2025-09-05;Mad Art Em Moveis Ltda;Serviço;13570;30014.0;1140.0;08/09/2025;NORMAL;1858;APROVADA;65;
1;2025-09-04;;Compra;13539;30068.0;110.0;15/09/2025;ALTA;1856;APROVADA;;
1;2025-09-04;;Compra;13549;30007.0;285.3;09/09/2025;ALTA;1856;APROVADA;;
1;2025-09-03;;Compra;13511;29915.0;1750.0;03/09/2025;NORMAL;1858;APROVADA;;
1;2025-09-03;;Compra;13516;30008.0;4864.2;15/09/2025;NORMAL;1858;APROVADA;;
8;2025-09-03;Jose Domingos Sodre Dos Santos;Serviço;13529;29976.0;435.0;05/09/2025;NORMAL;1858;APROVADA;79;
9;2025-09-03;Jose Domingos Sodre Dos Santos;Serviço;13513;29920.0;435.0;03/09/2025;NORMAL;1858;APROVADA;80;
10;2025-09-03;Jonas Felipe Souza Silva;Serviço;13512;29924.0;4107.0;03/09/2025;NORMAL;1858;APROVADA;202;
13;2025-09-03;Getecnica Assistencia Tecnica Ltda;Serviço;13514;29921.0;1200.0;03/09/2025;NORMAL;1858;APROVADA;412;
13;2025-09-03;Carlos Andre Ferreira Da Silva;Serviço;13530;29935.0;800.0;04/09/2025;NORMAL;1858;APROVADA;46;
18;2025-09-03;Comercio Maquinas De Costura Ferreira Ltda;Serviço;13515;29922.0;400.0;03/09/2025;NORMAL;1858;APROVADA;296;
19;2025-09-03;Global Salvador Servicos Gerais Ltda;Serviço;13518;29974.0;880.0;05/09/2025;NORMAL;1858;APROVADA;71;
19;2025-09-03;Global Salvador Gerais Ltda;Serviço;13519;29975.0;1280.0;05/09/2025;NORMAL;1858;APROVADA;70;
30;2025-09-03;Sandoval Oliveira Santos;Produto;13520;29970.0;2320.0;05/09/2025;NORMAL;1858;ATENDIDA;1564;
605;2025-09-03;Mad Art Em Moveis Ltda;Serviço;13525;29972.0;2720.0;05/09/2025;NORMAL;1858;APROVADA;66;
821;2025-09-03;Fernando Felipe Rodrigues Junior;Serviço;13532;29969.0;6000.0;05/09/2025;NORMAL;1858;APROVADA;47;
843;2025-09-03;Mad Art Em Moveis Ltda;Serviço;13522;29971.0;1140.0;05/09/2025;NORMAL;1858;APROVADA;65;
1;2025-09-02;;Compra;13497;29918.0;259.0;03/09/2025;NORMAL;1858;APROVADA;5049;
9;2025-09-02;Gm Servicos Ltda;Serviço;13507;29919.0;7950.0;03/09/2025;NORMAL;1858;APROVADA;27;
842;2025-09-02;Sandoval Oliveira Santos;Produto;13504;29917.0;6417.8;03/09/2025;NORMAL;1858;APROVADA;1535;
10;2025-09-01;Jc Comercio E Servicos De Materiais Contra Incendio Ltda;Serviço;13479;29925.0;800.0;03/09/2025;NORMAL;1858;APROVADA;396;
1;2025-08-29;Materiais P/ Reforma;Outro;13445;29986.0;3859.52;16/09/2025;ALTA;1856;APROVADA;;
1;2025-08-29;Escada Articulada;Outro;13447;29932.0;1169.0;08/09/2025;ALTA;1856;APROVADA;;
1;2025-08-29;;Compra;13467;29873.0;159.12;05/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-29;;Compra;13469;29911.0;80.0;05/09/2025;ALTA;1858;APROVADA;;
8;2025-08-29;Marco Aurelio Da Silva;Serviço;13451;29834.0;250.0;29/08/2025;NORMAL;1858;APROVADA;85;
9;2025-08-29;Universo Da Refrigeracao Ltda;Produto;13473;29898.0;110.0;02/09/2025;NORMAL;1858;APROVADA;142472;
10;2025-08-29;Arsafe Climatizacao E Qualidade Do Ar Ltda;Serviço;13449;29835.0;300.0;29/08/2025;NORMAL;1858;APROVADA;381;
10;2025-08-29;Arsafe Climatizacao E Qualidade Do Ar Ltda;Outro;13457;;700.0;;NORMAL;1858;APROVADA;;
10;2025-08-29;Israel Ribeiro De Lima;Serviço;13460;29895.0;750.0;02/09/2025;NORMAL;1858;APROVADA;7;
821;2025-08-29;Beling Materiais Eletricos Ltda;Produto;13446;29832.0;2635.16;29/08/2025;NORMAL;1858;ATENDIDA;206037;
821;2025-08-29;Beling Materiais Eletricos Ltda;Produto;13456;29833.0;4.95;29/08/2025;NORMAL;1858;ATENDIDA;205369;
841;2025-08-29;;Compra;13472;29871.0;250.0;09/09/2025;ALTA;1858;APROVADA;;
842;2025-08-29;Nicolas Geronimo Da Silva;Serviço;13453;29896.0;2200.0;02/09/2025;NORMAL;1858;APROVADA;107;
1;2025-08-28;Servico De Remocao Dos Logos;Serviço;13421;29802.0;13975.0;28/08/2025;NORMAL;1856;APROVADA;209;
24;2025-08-28;Conserto Dos Apois De Tv;Outro;13439;29836.0;783.33;29/08/2025;NORMAL;1856;APROVADA;2025;
1;2025-08-27;;Compra;13385;29839.0;923.91;04/09/2025;ALTA;1858;APROVADA;;
1;2025-08-27;;Compra;13394;30010.0;50.0;08/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-27;Nix Elevadores Ltda;Serviço;13403;;3300.0;;NORMAL;1858;APROVADA;30;05/09
1;2025-08-27;;Compra;13407;29777.0;2700.68;01/09/2025;ALTA;1858;APROVADA;;
1;2025-08-27;Contrato De Instalacao;Outro;13408;30039.0;15533.5;20/09/2025;ALTA;1856;APROVADA;;
10;2025-08-27;Jonas Joaquim Da Silva;Serviço;13406;29791.0;650.0;28/08/2025;NORMAL;1858;APROVADA;43;11/09
23;2025-08-27;Alexandra Garica De Campos;Serviço;13404;29792.0;1200.0;28/08/2025;NORMAL;1858;APROVADA;48;10/09
1;2025-08-26;Instalacao De Eucatex;Outro;13371;;15533.5;;ALTA;1856;APROVADA;;
14;2025-08-26;Sandoval Oliveira Santos;Serviço;13360;29715.0;400.0;26/08/2025;NORMAL;1858;APROVADA;80;08/09
841;2025-08-26;Nf 1558;Produto;13361;29714.0;1480.0;26/08/2025;NORMAL;1858;APROVADA;1558;08/09
842;2025-08-26;Extintores Phg;Outro;13367;29757.0;680.0;27/08/2025;NORMAL;1856;APROVADA;5530;
1;2025-08-25;Cadeira Para Costureira;Outro;13353;29769.0;6106.36;15/09/2025;MEDIA;1856;APROVADA;;
1;2025-08-25;;Compra;13354;29761.0;6013.58;01/09/2025;ALTA;1858;APROVADA;;
9;2025-08-25;Marco Aurelio Da Silva;Serviço;13347;29706.0;1.0;26/08/2025; / AS MESMAS FORAM TROCADAS, POIS ESTAVAM DANIFICADAS.;1858;APROVADA;84;01/09
11;2025-08-25;Jm Importacao E Comercio De Tapetes E Carpetes Eireli;Produto;13351;29711.0;8620.0;26/08/2025;NORMAL;1858;ATENDIDA;2854;11/09
13;2025-08-25;Carlos Andre Ferreira Da Silva;Serviço;13349;29708.0;250.0;26/08/2025;NORMAL;1858;APROVADA;45;09/09
19;2025-08-25;Edson Mota Dos Reis;Serviço;13350;29710.0;980.0;26/08/2025;NORMAL;1858;APROVADA;73;10/09
831;2025-08-25;;Compra;13346;29843.0;1500.0;12/09/2025;ALTA;1856;APROVADA;;
1;2025-08-22;Mad Art Em Moveis Ltda;Serviço;13318;29642.0;1.0;25/08/2025; / TROCA DE 03 PARES CORREDICAS.;1858;APROVADA;62;03/09
1;2025-08-22;Mad Art Em Moveis Ltda;Produto;13319;29643.0;2430.0;25/08/2025;NORMAL;1858;ATENDIDA;73;03/09
14;2025-08-22;Mad Art Em Moveis Ltda;Outro;13320;29644.0;1.0;25/08/2025; / TRILHO CORTINA, TROCA DE 02 BRACOS SOFA;1858;APROVADA;64;03/09
18;2025-08-22;Monte Berico Refrigeracao Ltda;Serviço;13321;29645.0;455.88;25/08/2025;NORMAL;1858;APROVADA;1233;04/09
607;2025-08-22;Mad Art Em Moveis Ltda;Serviço;13322;29646.0;1.0;25/08/2025; / TROCA DE 03 PARES DE CORREDICA.;1858;APROVADA;63;03/09
842;2025-08-22;Alvaro F Texeira Ltda;Serviço;13328;29647.0;2954.0;25/08/2025;NORMAL;1858;APROVADA;112;06/09
1;2025-08-21;;Compra;13279;29637.0;7273.8;18/09/2025;ALTA;1856;APROVADA;;
1;2025-08-20;Saulo Mota Da Rocha;Serviço;13239;29562.0;1.0;21/08/2025; / MANUTENCAO DE PORTA DE ACO, SUBSTITUICAO DE TIRAS DANIFICICADAS.;1858;APROVADA;6;01/09
1;2025-08-20;;Compra;13243;29689.0;3438.49;29/08/2025;NORMAL;1858;APROVADA;;
1;2025-08-20;Solicitacao De Locacao De Gerador Para O Desligamento De Energia Programado;Outro;13244;29551.0;10500.0;21/08/2025;NORMAL;1858;APROVADA;;
1;2025-08-20;;Compra;13250;29636.0;4050.0;04/09/2025;ALTA;1856;APROVADA;;
1;2025-08-20;;Compra;13260;29578.0;7539.85;21/08/2025;ALTA;1858;APROVADA;;
1;2025-08-20;;Compra;13261;29804.0;6016.08;22/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-20;;Compra;13267;29580.0;165.01;21/08/2025;ALTA;1858;APROVADA;;
8;2025-08-20;Vr Vidros Ltda;Serviço;13254;29639.0;4985.0;25/08/2025;NORMAL;1858;APROVADA;207;02/09
9;2025-08-20;Gm Servicos Ltda;Serviço;13256;29641.0;7950.0;27/08/2025;NORMAL;1858;APROVADA;27;04/09
19;2025-08-20;Costa Projetos E Construcoes Ltda;Outro;13255;29640.0;1.0;25/08/2025; / 02 SUBSTITUICOES DE FITA LED;1858;APROVADA;50;02/09
30;2025-08-20;Requisicao Referente Ao Odorizador Da Matarazzo;Outro;13253;29684.0;200.0;25/08/2025;NORMAL;1856;APROVADA;;
842;2025-08-20;Mad Art Em Moveis Ltda;Serviço;13262;29837.0;27900.0;29/08/2025;NORMAL;1858;APROVADA;61;02/09
842;2025-08-20;;Compra;13263;29787.0;178.0;28/08/2025;NORMAL;1858;APROVADA;;
842;2025-08-20;;Compra;13264;29825.0;190.0;29/08/2025;NORMAL;1858;APROVADA;;
842;2025-08-20;;Compra;13265;29724.0;1000.0;01/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-19;Manhattan Eletronic;Serviço;13218;29561.0;1023.0;21/08/2025;NORMAL;1858;APROVADA;21537;29/08
1;2025-08-19;;Compra;13220;29526.0;762.4;19/08/2025;NORMAL;1858;APROVADA;;
25;2025-08-19;Nf 2025/41;Serviço;13228;29566.0;760.0;21/08/2025;NORMAL;1858;APROVADA;2025;27/08
25;2025-08-19;Nf 2025/47;Serviço;13229;29567.0;740.0;21/08/2025;NORMAL;1858;APROVADA;2025;27/08
28;2025-08-19;Manhattan Eletronic;Serviço;13225;29565.0;748.0;21/08/2025;NORMAL;1858;APROVADA;21538;29/08
29;2025-08-19;Manhattan Eletronic;Serviço;13224;29564.0;748.0;21/08/2025;NORMAL;1858;APROVADA;21536;29/08
402;2025-08-19;Manhattan Eletronic;Serviço;13223;29563.0;956.0;21/08/2025;NORMAL;1858;APROVADA;21539;29/08
842;2025-08-19;Alvaro F Texeira Ltda;Serviço;13217;29545.0;11816.5;20/08/2025;NORMAL;1858;APROVADA;109;29/08
1;2025-08-18;;Compra;13205;29521.0;26.7;19/08/2025;ALTA;1858;APROVADA;;
1;2025-08-18;;Compra;13206;29504.0;909.92;25/08/2025;NORMAL;1858;ATENDIDA;;
13;2025-08-18;;Compra;13207;29670.0;500.0;25/08/2025;NORMAL;1858;ATENDIDA;;
842;2025-08-18;Sirlei Pos Obra Ltda;Serviço;13191;29539.0;7210.0;20/08/2025;NORMAL;1858;APROVADA;76;29/08
842;2025-08-18;G Rubim Gerenciamento E Planejamento Empresarial Ltda;Serviço;13192;29540.0;15442.71;20/08/2025;NORMAL;1858;APROVADA;23;29/08
842;2025-08-18;Nf 48;Serviço;13193;29541.0;14200.0;20/08/2025;NORMAL;1858;APROVADA;48;29/08
842;2025-08-18;Mike Denner Freire Lima;Serviço;13194;29542.0;3800.0;20/08/2025;NORMAL;1858;APROVADA;43;29/08
842;2025-08-18;Shmv Servicos E Construcoes Ltda;Serviço;13196;29543.0;1.0;20/08/2025; / ENGENHARIA, ARQUITETURA E URBANISMO.;1858;APROVADA;1166;29/08
842;2025-08-18;Jd Goncalves Da Silva Polimentos Me;Serviço;13198;29544.0;5200.0;20/08/2025;NORMAL;1858;APROVADA;117;29/08
842;2025-08-18;;Compra;13210;29547.0;100.0;27/08/2025;ALTA;1856;APROVADA;;
25;2025-08-16;Nf 2025/46;Serviço;13168;29489.0;4722.22;18/08/2025;NORMAL;1858;APROVADA;2025;27/08
1;2025-08-15;;Compra;13180;29490.0;694.0;18/08/2025;NORMAL;1858;APROVADA;55832;11/09
1;2025-08-15;Producao De Mesa Para Loja De Goiania;Outro;13187;29492.0;11600.0;18/08/2025;NORMAL;1856;ATENDIDA;72;
821;2025-08-15;Mad Art Em Moveis Ltda;Produto;13183;29493.0;29370.0;18/08/2025;NORMAL;1858;ATENDIDA;71;28/08
1;2025-08-14;;Compra;13163;29501.0;3098.0;22/08/2025;ALTA;1856;APROVADA;;
10;2025-08-14;;Compra;13160;29502.0;1599.08;01/09/2025;NORMAL;1856;ATENDIDA;;
13;2025-08-14;;Compra;13162;29466.0;454.5;19/08/2025;MEDIA;1856;APROVADA;;
1;2025-08-13;;Compra;13133;29412.0;19806.14;15/08/2025;ALTA;1858;APROVADA;;
1;2025-08-13;Nf 55810;Outro;13137;29430.0;1285.0;15/08/2025;NORMAL;1856;APROVADA;55810;
13;2025-08-13;;Compra;13125;29467.0;758.58;18/08/2025;NORMAL;1858;APROVADA;;
25;2025-08-13;Na Calha Da Piscina Para Resolver Um Vazamento Na Copa;Serviço;13126;29431.0;4477.78;16/08/2025;NORMAL;1858;APROVADA;2025;25/08
842;2025-08-13;Ra Extintores Ltda;Produto;13128;29388.0;779.97;14/08/2025;NORMAL;1858;APROVADA;13120;22/08
1;2025-08-12;Suporte Servicos De Seguranca Ltda;Serviço;13114;29428.0;4865.83;15/08/2025;NORMAL;1858;APROVADA;83922;26/08
1;2025-08-12;Referente Ao Odorizador Dos Banheiro Da Fabrica;Outro;13117;29429.0;1000.0;15/08/2025;NORMAL;1856;APROVADA;;
1;2025-08-12;;Compra;13121;29504.0;1043.28;25/08/2025;NORMAL;1856;ATENDIDA;;
1;2025-08-12;;Compra;13122;29504.0;1043.28;25/08/2025;NORMAL;1856;ATENDIDA;;
9;2025-08-12;Aldo Ribeiro De Almeida;Serviço;13127;29432.0;2200.0;15/08/2025;NORMAL;1858;APROVADA;2073;27/08
842;2025-08-12;Sirlei Pos Obra Ltda;Serviço;13095;29397.0;3350.0;14/08/2025;NORMAL;1858;APROVADA;75;25/08
842;2025-08-12;David Da Silva Oliveira;Produto;13096;29399.0;13000.0;14/08/2025;NORMAL;1858;ATENDIDA;407;25/08
842;2025-08-12;G Rubim Gerenciamento;Serviço;13097;29400.0;3800.0;14/08/2025;NORMAL;1858;APROVADA;22;25/08
842;2025-08-12;Hof Servicos De Pintura Em Geral Eireli;Serviço;13099;29401.0;4000.0;14/08/2025;NORMAL;1858;APROVADA;65;25/08
842;2025-08-12;Ki Pedras Marmoraria Ltda;Produto;13101;29427.0;1200.0;14/08/2025;NORMAL;1858;ATENDIDA;610;25/08
842;2025-08-12;Effort Solution Ltda;Serviço;13104;29402.0;6000.0;14/08/2025;NORMAL;1858;APROVADA;89;25/08
842;2025-08-12;;Compra;13106;29507.0;50.44;01/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-11;Casa De Couros Romeu Ltda;Produto;13069;29345.0;1284.8;12/08/2025;NORMAL;1858;APROVADA;431073;03/09
1;2025-08-11;Garcia Decor Ltda;Serviço;13072;29347.0;250.0;12/08/2025;NORMAL;1858;APROVADA;73;22/08
1;2025-08-11;Cleisson Cassiano Cruz;Serviço;13073;29348.0;570.0;12/08/2025;NORMAL;1858;APROVADA;11653;23/08
1;2025-08-11;Contrato;Outro;13092;29859.0;9793.54;01/09/2025;NORMAL;1856;APROVADA;;
842;2025-08-11;Aea Distribuidora De Materiais Eletricos Ltda;Produto;13071;29349.0;1624.5;12/08/2025;NORMAL;1858;APROVADA;359050;01/09
842;2025-08-11;Abrahao & Abrahao Transporte Ltda;Serviço;13078;29351.0;1200.0;12/08/2025;NORMAL;1858;APROVADA;3675;18/08
842;2025-08-11;Villa Da Pintura;Produto;13081;29352.0;1944.4;12/08/2025;NORMAL;1858;APROVADA;1319;25/08
842;2025-08-11;Nf 7039;Serviço;13084;29387.0;118502.98;14/08/2025;NORMAL;1858;APROVADA;7039;25/08
1;2025-08-08;;Compra;13034;29290.0;1178.87;03/09/2025;NORMAL;1858;APROVADA;;
1;2025-08-08;;Compra;13046;29295.0;180.0;11/08/2025;NORMAL;1858;APROVADA;5036;20/08
1;2025-08-08;Eki Plast;Produto;13055;29296.0;115.0;11/08/2025;NORMAL;1858;APROVADA;19772;23/08
1;2025-08-08;Eki Plast;Produto;13058;29297.0;105.0;11/08/2025;NORMAL;1858;APROVADA;19759;01/09
9;2025-08-08;;Compra;13025;29325.0;455.05;13/08/2025;ALTA;1856;APROVADA;;
821;2025-08-08;Nf 205182;Outro;13056;29298.0;608.09;11/08/2025;ALTA;1856;ATENDIDA;205182;
821;2025-08-08;Nf 205183;Outro;13059;29342.0;2173.92;12/08/2025;ALTA;1856;ATENDIDA;205183;
842;2025-08-08;N 45283;Outro;13030;29292.0;350.0;11/08/2025;ALTA;1856;APROVADA;;
842;2025-08-08;N 45562;Outro;13032;29292.0;350.0;11/08/2025;ALTA;1856;APROVADA;;
1;2025-08-07;Contrato Do Odorizador;Outro;13008;;200.0;;NORMAL;1856;APROVADA;;
30;2025-08-07;Contrato Do Odorizador Da Matarazzo;Outro;13007;;200.0;;NORMAL;1856;APROVADA;;
821;2025-08-07;Materiais Elestricos;Outro;13009;29248.0;918.01;07/08/2025;NORMAL;1856;ATENDIDA;;
842;2025-08-07;Referente Ao Saldo Restante Da Mont.B;Outro;13017;29293.0;2166.18;11/08/2025;NORMAL;1856;APROVADA;;
842;2025-08-07;N 45100;Outro;13024;29292.0;350.0;11/08/2025;ALTA;1856;APROVADA;;
1;2025-08-06;;Compra;12995;29244.0;608.88;11/08/2025;NORMAL;1858;APROVADA;;
821;2025-08-06;Ilha Tintas Ltda;Produto;12982;29224.0;606.05;07/08/2025;NORMAL;1858;APROVADA;77289;20/08
841;2025-08-06;Jose Helenilson Souza Dos Reis;Serviço;12993;29346.0;880.0;12/08/2025;NORMAL;1858;APROVADA;50;20/08
1;2025-08-05;Chave Allen E Luminaria De Emergencia Para O Phg;Outro;12954;29185.0;130.0;08/08/2025;ALTA;1856;APROVADA;;
1;2025-08-05;;Compra;12975;29239.0;2272.5;11/08/2025;ALTA;1858;APROVADA;;
27;2025-08-05;;Outro;12957;29211.0;198.0;06/08/2025;NORMAL;1858;APROVADA;;
821;2025-08-05;Fernando Felipe Rodrigues Junior;Serviço;12974;29191.0;6000.0;06/08/2025;NORMAL;1858;APROVADA;46;18/08
1;2025-08-04;;Compra;12930;29252.0;109.25;08/08/2025;NORMAL;1858;APROVADA;;
1;2025-08-04;;Compra;12931;29192.0;3276.0;07/08/2025;NORMAL;1858;ATENDIDA;;
1;2025-08-04;;Compra;12932;29186.0;109.34;08/08/2025;NORMAL;1858;APROVADA;;
1;2025-08-04;Cleisson Cassiano Cruz;Serviço;12940;29135.0;1140.0;04/08/2025;NORMAL;1858;APROVADA;11621;16/08
9;2025-08-04;Gm Servicos Ltda;Serviço;12941;29147.0;3600.0;04/08/2025;NORMAL;1858;APROVADA;23;08/08
10;2025-08-04;;Compra;12928;;2240.0;;NORMAL;1858;APROVADA;;
842;2025-08-04;Ergi Tintascomercial Ltda;Produto;12968;29212.0;3448.98;06/08/2025;NORMAL;1858;APROVADA;48905;
1;2025-08-01;;Compra;12914;29209.0;159.35;06/08/2025;NORMAL;1858;APROVADA;;
11;2025-08-01;;Compra;12919;29217.0;94.91;08/08/2025;NORMAL;1858;APROVADA;;
23;2025-08-01;Abinevaldo Dos Santos Morais;Produto;12917;29133.0;850.0;04/08/2025;NORMAL;1858;APROVADA;671;15/08
842;2025-08-01;Allegro Confeccao De Capas Para Sofa;Serviço;12898;29132.0;9967.8;04/08/2025;NORMAL;1858;APROVADA;467;13/08
1;2025-07-30;;Outro;12877;29066.0;3435.0;31/07/2025;ALTA;1853;APROVADA;;
9;2025-07-30;Romma Sistemas De Seguranca Eletronica Ltda;Produto;12870;29069.0;146.34;31/07/2025;NORMAL;1858;APROVADA;187857;10/08
9;2025-07-30;Romma Sistemas De Seguranca Eletronica Ltda;Serviço;12871;29070.0;73.22;31/07/2025;NORMAL;1858;APROVADA;10480;10/08
19;2025-07-30;Costa Projetos E Construcoes Ltda;Serviço;12862;29068.0;350.0;31/07/2025;NORMAL;1858;APROVADA;48;10/08
24;2025-07-30;Nf 2025/44;Serviço;12872;29101.0;9187.11;01/08/2025;NORMAL;1858;APROVADA;2025;13/08
402;2025-07-30;;Compra;12869;29100.0;10560.0;04/09/2025;NORMAL;1858;ATENDIDA;;
842;2025-07-30;Oficina Do Design E Producao Ltda;Produto;12858;29067.0;11300.0;31/07/2025;NORMAL;1858;ATENDIDA;9143;19/08
1;2025-07-29;Conecta Solucoes;Serviço;12838;29316.0;49000.0;11/08/2025;NORMAL;1858;APROVADA;;
19;2025-07-29;Paulo Victor Bittencourt Da Cruz;Serviço;12831;29054.0;10000.0;30/07/2025;NORMAL;1858;APROVADA;6;11/08
842;2025-07-29;Abrahao & Abrahao Transportes Ltda;Serviço;12824;29048.0;4000.0;29/07/2025;NORMAL;1858;APROVADA;3706;07/08
842;2025-07-29;;Compra;12837;29046.0;470.0;29/07/2025;ALTA;1858;APROVADA;;
10;2025-07-28;Jonas Felipe Souza Silva;Serviço;12811;29016.0;808.0;29/07/2025;NORMAL;1858;APROVADA;196;07/08
19;2025-07-28;Costa Projetos E Construcoes Ltda;Serviço;12810;29015.0;1.0;29/07/2025; / NOVO CIRCUITO PARA O FERRO DA ALFAIATARIA.;1858;APROVADA;49;08/08
821;2025-07-28;Ilha Tintas Ltda;Produto;12797;29014.0;395.0;29/07/2025;NORMAL;1858;APROVADA;76306;08/08
842;2025-07-28;Studio Ld Solucoes Em Iluminacao Eletrica E Automacao Ltda;Produto;12815;29018.0;19760.0;29/07/2025;NORMAL;1858;APROVADA;15;04/08
842;2025-07-28;Studio Ld Solucoes Em Iluminacao Eletrica E Automacao Ltda;Produto;12816;29019.0;26398.87;29/07/2025;NORMAL;1858;ATENDIDA;16;05/08
1;2025-07-25;Abu Dhabi;Serviço;12781;28988.0;1500.0;28/07/2025;NORMAL;1858;APROVADA;391;03/09
1;2025-07-25;Nf 11596;Serviço;12784;28989.0;570.0;28/07/2025;NORMAL;1858;APROVADA;11596;09/08
5;2025-07-25;Sandoval Oliveira Santos;Serviço;12761;28987.0;400.0;28/07/2025;NORMAL;1858;APROVADA;79;06/08
402;2025-07-25;Edvaldo Pereira De Moura;Serviço;12785;29011.0;490.0;29/07/2025;NORMAL;1858;APROVADA;80;06/08
13;2025-07-23;Mad Art Em Moveis Ltda;Serviço;12731;28912.0;1.0;23/07/2025; / MONTAGEM DE PRATELEIRAS E INSTALACAO DE 02 PORTAS ARMARIO EXISTENTES.;1858;APROVADA;60;05/08
842;2025-07-22;Daiana Da Silva Pereira;Serviço;12762;28978.0;5000.0;28/07/2025;NORMAL;1858;APROVADA;53;08/08
842;2025-07-22;Shmv Servicos E Construcoes;Serviço;12763;28979.0;20000.0;28/07/2025;NORMAL;1858;APROVADA;1124;08/08
842;2025-07-22;Nf 1480;Produto;12764;28980.0;10399.4;28/07/2025;NORMAL;1858;ATENDIDA;1480;08/08
842;2025-07-22;Ims Marcenaria Itu Ltda;Produto;12765;28981.0;1200.0;28/07/2025;NORMAL;1858;ATENDIDA;09;08/08
842;2025-07-22;Kleber Pontes De Oliveira;Serviço;12766;28982.0;3000.0;28/07/2025;NORMAL;1858;APROVADA;10;08/08
842;2025-07-22;David Da Silva Oliveira;Produto;12767;28983.0;25000.0;28/07/2025;NORMAL;1858;ATENDIDA;403;08/08
842;2025-07-22;G Rubim;Serviço;12768;28984.0;9764.69;28/07/2025;NORMAL;1858;APROVADA;20;08/08
842;2025-07-22;Hof Servicos De Pintura Em Geral Eireli;Serviço;12769;28985.0;9000.0;28/07/2025;NORMAL;1858;APROVADA;60;08/08
842;2025-07-22;Nf 43;Serviço;12770;28986.0;10000.0;28/07/2025;NORMAL;1858;APROVADA;43;08/08
842;2025-07-22;Abrahao & Abrahao Transportes Ltda;Serviço;12790;29055.0;5000.0;30/07/2025;NORMAL;1858;APROVADA;3693;05/08
842;2025-07-22;Hof Servicos De Pintura Em Geral Eireli;Serviço;12791;29017.0;13800.0;29/07/2025;NORMAL;1858;APROVADA;63;08/08
842;2025-07-22;Ki Pedras Marmoraria Ltda;Produto;12794;29012.0;2834.85;29/07/2025;NORMAL;1858;ATENDIDA;604;08/08
