Empresa;Data;Prestador;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Ds_Compra
607;2023-11-09;LINK DO MATERIAL ENVIADO POR EMIAL;2973;17552.0;79.9;28/11/2023;ALTA;1856;APROVADA;PENDENTE
607;2023-11-09;LINK DO MATERIAL ENVIADO POR EMIAL;2974;;211.65;;ALTA;1856;APROVADA;PENDENTE
1;2023-11-08;NF 2418;2941;17225.0;3050.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-08;NF 2419;2942;17224.0;2150.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-08;NF 620;2946;17282.0;39207.01;13/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-08;NF 621;2947;17521.0;241373.86;28/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-08;NF 17517;2953;17418.0;2052570.59;23/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-08;LINK DO MATERIAL ENVIADO POR E;2956;17527.0;266.56;28/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-11-08;TEM QUE SER PARA PROTECAO DE SOL E CHUVA E TODO PRETO;2958;17340.0;460.0;16/11/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-11-08;;2959;17388.0;3676.59;30/11/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-11-08;ESTES INSUMOS E PARA ATENDER A UMA SOLICITACAO DA EDILMA GENTE E CULTURA;2960;17480.0;303.75;27/11/2023;ALTA;1851;APROVADA;PENDENTE
5;2023-11-08;NF 42;2939;17232.0;1500.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
22;2023-11-08;NF 3676;2950;17228.0;960.5;09/11/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-11-08;NF 43;2938;17226.0;1500.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-11-08;NF 762;2936;17251.0;38232.36;09/11/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-11-08;NF 48594;2948;17281.0;326.0;13/11/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-11-08;NF 2420;2943;17346.0;950.0;16/11/2023;ALTA;1856;APROVADA;REALIZADA
607;2023-11-08;NF 41;2940;17223.0;1500.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
841;2023-11-08;NF 45;2937;17203.0;1500.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-07;LINK DO PRODUTO ENVIADO POR E;2918;17485.0;711.55;27/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-11-07;NF 3460;2920;17201.0;200.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-07;LINK ENVIADO POR EMIAL;2931;17616.0;178.0;30/11/2023;ALTA;1856;APROVADA;PENDENTE
8;2023-11-07;NF 166 VENCIMENTO 14/11/2023;2928;17250.0;380.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-11-07;NF 167;2926;17249.0;530.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-11-07;NF 19;2925;17227.0;1398.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
24;2023-11-07;NF 2023/37;2929;17234.0;811.11;09/11/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-11-07;NF 2023/36;2930;17263.0;18040.0;13/11/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-11-07;NF 9439;2921;17216.0;13168.01;08/11/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-11-07;NF 254350;2922;17217.0;1596.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-11-07;NF 39923;2923;17218.0;1280.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-06;NF 351;2891;17173.0;250.0;06/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-06;NF 641;2908;17214.0;37868.3;08/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-06;640;2909;17215.0;23580.49;08/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-06;LINK DOS MATERIAIS ENVIADOS POR E;2910;17574.0;729.8;29/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-11-06;NF 1;2911;17202.0;6800.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-11-06;NF 72428;2894;17181.0;334.3;07/11/2023;ALTA;1856;APROVADA;REALIZADA
18;2023-11-06;NF 1043;2905;17204.0;467.86;08/11/2023;ALTA;1856;APROVADA;REALIZADA
18;2023-11-06;NF 1045;2907;17205.0;3720.0;08/11/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-11-06;NF 4;2901;17229.0;875.0;09/11/2023;ALTA;1856;APROVADA;REALIZADA
29;2023-11-06;NF 352;2890;17172.0;250.0;06/11/2023;ALTA;1856;APROVADA;REALIZADA
29;2023-11-06;;2898;17236.0;7523.04;09/11/2023;ALTA;1856;APROVADA;REALIZADA
28;2023-11-03;NF 18601;2897;17235.0;7523.04;09/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-11-01;LINK DO PRODUTO NVIADO POR E;2874;17326.0;127.7;16/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-11-01;LINK DOS PRODUTOS ENVIADO POR EMAIL;2875;17431.0;764.2;23/11/2023;ALTA;1856;APROVADA;PENDENTE
8;2023-11-01;NF 12;2868;17159.0;215.0;06/11/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-11-01;NF 11;2867;17171.0;460.0;06/11/2023;ALTA;1856;APROVADA;REALIZADA
5;2023-10-31;NF 3331;2860;17111.0;100.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
8;2023-10-31;FAVOR SEGUIR AS MEDIDAS QUE FORAM SOLICITADAS NO EMAIL;2857;17327.0;112.87;16/11/2023;ALTA;1856;APROVADA;PENDENTE
605;2023-10-31;NF 316;2861;17132.0;1650.0;01/11/2023;ALTA;1856;APROVADA;REALIZADA
841;2023-10-31;NF 25;2862;17136.0;750.0;01/11/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-30;NF 8004;2825;17108.0;998.16;31/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-30;NF 3970;2826;17081.0;2430.0;30/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-30;NF 1;2830;17098.0;920.7;31/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-30;NF 153909;2831;17088.0;2880.0;30/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-30;NF 17646;2832;17127.0;1669.32;01/11/2023;ALTA;1856;APROVADA;REALIZADA
8;2023-10-30;NF 6;2840;17103.0;240.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-10-30;NF 7;2839;17104.0;230.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
11;2023-10-30;NF 157;2828;17097.0;240.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
13;2023-10-30;NF 1316;2838;17102.0;2950.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
14;2023-10-30;NF 40 VENCIMENTO 06/11/2023;2845;17150.0;1500.0;01/11/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-30;NF 19;2833;17096.0;900.0;31/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-30;NF 2023/34;2841;17112.0;755.07;31/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-30;EFETUAR A COMPRA DO PEDIDO EM ANEXO NO EMIAL;2843;17155.0;3495.36;13/11/2023;ALTA;1856;APROVADA;PENDENTE
605;2023-10-30;NF 39;2846;17151.0;1500.0;01/11/2023;ALTA;1856;APROVADA;REALIZADA
841;2023-10-30;LINK DO MATERIAL ENVIADO POR E;2842;17349.0;89.9;20/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-26;NF 315;2796;17062.0;2050.0;26/10/2023;ALTA;1856;APROVADA;REALIZADA
24;2023-10-26;NF 4;2811;17074.0;4463.44;30/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-26;NF 5;2810;17075.0;6531.83;30/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-26;NF 6232;2806;17067.0;1980.0;26/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-26;MODELO DOS MATERIAIS SOLICITADOS ENVIADO POR EMAIL;2808;;321.86;;ALTA;1856;APROVADA;PENDENTE
605;2023-10-26;MODELO DO MATERIAL ENVIADO POR E;2801;17749.0;321.0;08/12/2023;ALTA;1856;APROVADA;PENDENTE
821;2023-10-26;NF 69426;2809;;93765.51;;ALTA;1856;APROVADA;REALIZADA
1;2023-10-25;;2778;17124.0;9411.61;01/11/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-10-25;DESCRICAO DO PRODUTO ENVIADO POR E;2779;17169.0;2879.88;13/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-25;NF 597;2787;17033.0;5776.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-25;NF 48417;2788;17035.0;683.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-25;NF 402138;2789;17048.0;4538.97;26/10/2023;ALTA;1856;ATENDIDA;REALIZADA
13;2023-10-25;NF 25832;2780;17030.0;262.53;25/10/2023;ALTA;1856;APROVADA;REALIZADA
13;2023-10-25;NF 319;2782;17031.0;765.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-25;NF 8824;2781;17095.0;21127.38;31/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-25;NF 2409;2783;17032.0;1100.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-24;NF 533338;2769;17027.0;1146.58;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-24;NF 395;2773;16995.0;21910.95;24/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-24;NF 18;2770;16997.0;400.0;24/10/2023;ALTA;1856;APROVADA;PENDENTE
30;2023-10-24;LINK DO MATERIAL SOLICITADO ENVIADO POR EMAIL;2774;17526.0;466.73;28/11/2023;ALTA;1856;APROVADA;PENDENTE
30;2023-10-24;NF 6;2775;16996.0;9827.72;24/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-23;NF 33983;2755;16969.0;13769.51;23/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-23;REALIZAR A COMPRA SEGUINDO O MODELO DOS LINKS ENVIADOS POR EMIAL;2761;17323.0;2159.98;16/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-23;;2763;17252.0;3497.9;09/11/2023;ALTA;1856;APROVADA;PENDENTE
9;2023-10-23;NF 243;2765;16980.0;670.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
13;2023-10-23;NF 48;2756;16988.0;210.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
24;2023-10-23;NF 2023/487;2752;17007.0;500.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-23;NF 2023/488;2753;17012.0;650.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-10-21;NF 20;2764;17020.0;380.0;25/10/2023;ALTA;1856;APROVADA;REALIZADA
19;2023-10-20;NF 6;2745;16959.0;540.0;23/10/2023;ALTA;1853;APROVADA;REALIZADA
1;2023-10-19;SEGUIR LINK ENVIADO POR E;2719;17243.0;591.6;09/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-19;NF 33993;2731;17023.0;34127.62;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-19;NF 34020;2734;17024.0;28307.26;25/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-19;NF 34000;2736;17021.0;25901.15;25/10/2023;ALTA;1856;APROVADA;REALIZADA
24;2023-10-19;NF 17;2726;16964.0;500.0;23/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-18;01 ROLO DE 50M;2696;17045.0;99.0;25/10/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-18;NF 1547;2701;16925.0;531.21;18/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-18;NF 2380 VENCIMENTO 01/11/2023;2707;16945.0;3000.0;19/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-18;NF 2382;2708;16992.0;800.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
2;2023-10-18;NF 2395;2713;16999.0;250.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
5;2023-10-18;NF 2390;2717;17002.0;500.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
14;2023-10-18;NF 2386;2714;17000.0;270.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-10-18;NF 2391;2718;17003.0;400.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-18;NF 281421;2699;16931.0;1735.2;19/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-18;NF 85902;2706;16944.0;47.93;19/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-18;NF 1546;2702;16939.0;362.8;19/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-18;NF 2381;2709;16994.0;2000.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
605;2023-10-18;NF 2387;2715;17001.0;180.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
607;2023-10-18;NF 2384;2712;16998.0;180.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
841;2023-10-18;NF 2383;2711;16993.0;900.0;24/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-17;NF 4747;2669;16892.0;773.0;17/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-17;NF 48144;2676;16923.0;943.0;18/10/2023;ALTA;1856;APROVADA;REALIZADA
2;2023-10-17;NF 27154;2684;16903.0;158.78;18/10/2023;ALTA;1856;APROVADA;REALIZADA
5;2023-10-17;SEGUIR LINK DO MATERIAL ENVIADO POR EMAIL;2675;17043.0;76.9;25/10/2023;ALTA;1856;APROVADA;PENDENTE
10;2023-10-17;SEGUIR LINK ENVIADO POR E;2672;16979.0;1296.75;30/10/2023;ALTA;1856;APROVADA;PENDENTE
14;2023-10-17;NF 27054;2668;16890.0;105.85;17/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-17;NF 2023/251081;2693;16930.0;266.48;19/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-17;NF 4383;2680;16900.0;718.67;18/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-17;NF 27220;2682;16901.0;667.46;18/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-17;NF 34069;2692;16971.0;11681.43;23/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-17;NF 566;2674;16953.0;43920.0;23/10/2023;ALTA;1856;APROVADA;REALIZADA
605;2023-10-17;NF 27153;2683;16902.0;105.85;18/10/2023;ALTA;1856;APROVADA;REALIZADA
607;2023-10-17;NF 27198;2685;16904.0;105.49;18/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-16;NOVA SOLIC. REF A SOLIC 2060 QUE SE ENCONTRA NAO LIBERADA POR ERRO NO SISTEMA;2650;16917.0;27692.0;18/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-16;NF 18503;2652;16870.0;818.37;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-16;SEGUIR O LINK DO MATERIAL ENVIADO POR E;2656;17061.0;12.49;26/10/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-16;SEGUIR O MODELO DOS LINKS ENVIADOS POR E;2660;17090.0;212.68;31/10/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-16;NF 5854;2666;16891.0;1043.3;17/10/2023;ALTA;1856;APROVADA;REALIZADA
8;2023-10-16;NF 127;2653;16872.0;380.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-10-16;NF 128;2654;16871.0;530.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
18;2023-10-16;NF 1039;2651;16869.0;482.4;16/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-16;NF 2023/1237;2664;16885.0;830.0;17/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-16;NF 7895;2659;16874.0;549.93;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 1264;2627;16857.0;50000.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF1274;2628;16858.0;30000.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;LINK DO PRODUTO ENVIADO POR E;2630;17244.0;149.9;09/11/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-11;NF 644;2638;16851.0;5173.94;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 645;2639;16852.0;1800.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 646;2640;16853.0;4400.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 647;2641;16854.0;220.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 648;2642;16855.0;176.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-11;NF 649;2643;16856.0;165.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-10-11;SEGUIR AS MEDIDAS DA IMAGEM ENVIADA POR E;2629;17068.0;112.87;26/10/2023;ALTA;1856;APROVADA;PENDENTE
10;2023-10-11;NF 5;2634;16844.0;600.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-11;NF 2023/263;2635;16843.0;1290.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-11;LINK DO MATERIAL ENVIADO POR E;2637;17359.0;279.26;17/11/2023;ALTA;1856;APROVADA;PENDENTE
402;2023-10-11;NF 18502;2633;16847.0;790.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
801;2023-10-11;NF 14;2632;16850.0;475.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-10;NF 313;2612;16809.0;2264.0;10/10/2023;ALTA;1856;APROVADA;REALIZADA
22;2023-10-10;NF 33;2621;16840.0;1050.0;11/10/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-10-10;NF 1249;2614;16806.0;2347.0;10/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-10;NF 1632783;2617;16836.0;103.49;11/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-10;NF 193;2620;16848.0;800.0;16/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-10;NF 23;2618;16837.0;600.0;11/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-09;NF 013543;2602;16800.0;3769.2;10/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-09;NF 3111;2604;16799.0;200.0;10/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-09;NF 237602;2608;16778.0;3131.71;09/10/2023;ALTA;1856;APROVADA;REALIZADA
8;2023-10-09;NF 13;2595;16805.0;2577.12;10/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-09;LINK DO MATERIAL ENVIADO POR E;2592;17008.0;264.64;25/10/2023;ALTA;1856;APROVADA;PENDENTE
25;2023-10-09;NF 52814;2597;16798.0;343.76;10/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-09;NF 11;2593;16781.0;1422.0;09/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-09;NF 457952;2606;16777.0;3943.3;09/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-06;NF 7990;2581;16779.0;998.16;09/10/2023;ALTA;1853;APROVADA;REALIZADA
18;2023-10-06;NF 22 PAGAMENTO 10/10;2582;16776.0;195.0;09/10/2023;ALTA;1853;APROVADA;REALIZADA
30;2023-10-06;NF 381;2586;16780.0;22680.0;09/10/2023;ALTA;1853;APROVADA;REALIZADA
1;2023-10-05;SEGUIR LINK ENVIADO POR EMAIL. OBS: O LINK JA CONTEM AS 10 LAMPADAS;2557;16910.0;199.4;18/10/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-05;SEGUIR O MODELO E A QUANTIDADE DAS IMAGENS ENVIADOS POR EMAIL;2578;17682.0;864.0;06/12/2023;ALTA;1856;APROVADA;PENDENTE
2;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2562;17008.0;413.63;25/10/2023;ALTA;1856;APROVADA;PENDENTE
5;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2561;17008.0;430.3;25/10/2023;ALTA;1856;APROVADA;PENDENTE
8;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2565;17008.0;264.64;25/10/2023;ALTA;1856;APROVADA;PENDENTE
9;2023-10-05;SEGUIR MODELO DO LINK ENVIADO POR EMAIL;2577;17008.0;744.95;25/10/2023;ALTA;1856;APROVADA;PENDENTE
10;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2576;17008.0;396.96;25/10/2023;ALTA;1856;APROVADA;PENDENTE
11;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2560;17008.0;281.31;25/10/2023;ALTA;1856;APROVADA;PENDENTE
13;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2564;17008.0;297.98;25/10/2023;ALTA;1856;APROVADA;PENDENTE
14;2023-10-05;SEGUIR MODELO DO LINK ENVIADO POR EMAIL;2574;17008.0;281.31;25/10/2023;ALTA;1856;APROVADA;PENDENTE
18;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2575;17008.0;264.64;25/10/2023;ALTA;1856;APROVADA;PENDENTE
19;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2559;17008.0;413.63;25/10/2023;ALTA;1856;APROVADA;PENDENTE
22;2023-10-05;SEGUIR MODELO DO LINK ENVIADO POR EMAIL;2573;17008.0;413.63;25/10/2023;ALTA;1856;APROVADA;PENDENTE
23;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2563;17008.0;264.64;25/10/2023;ALTA;1856;APROVADA;PENDENTE
24;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2567;17008.0;132.32;25/10/2023;ALTA;1856;APROVADA;PENDENTE
25;2023-10-05;SEGUIR MODELO DO LINK ENIADO POR EMAIL;2550;16878.0;54.9;16/10/2023;ALTA;1856;APROVADA;PENDENTE
605;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2572;17010.0;281.31;25/10/2023;ALTA;1856;APROVADA;PENDENTE
607;2023-10-05;LINK DO MATERIAL ENVIADO POR EMAIL;2566;17010.0;413.63;25/10/2023;ALTA;1856;APROVADA;PENDENTE
801;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2569;17011.0;132.32;25/10/2023;ALTA;1856;APROVADA;PENDENTE
831;2023-10-05;LINK DO MATERIAL ENVIADO POR E;2571;17009.0;264.64;25/10/2023;ALTA;1856;APROVADA;PENDENTE
1;2023-10-04;NF 177681;2524;16710.0;8446.01;04/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-04;;2533;16808.0;4018.07;16/10/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-10-04;;2537;16731.0;9753.82;13/10/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-10-04;;2540;16731.0;7033.34;13/10/2023;ALTA;1851;APROVADA;PENDENTE
9;2023-10-04;NF 70074;2499;16661.0;334.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
9;2023-10-04;NF 60;2541;16716.0;6189.6;05/10/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-10-04;FAVOR SEGUIR O MODELO DOS LINKS ENVIADOS POR E;2542;17040.0;3070.57;25/10/2023;ALTA;1856;APROVADA;PENDENTE
25;2023-10-04;LINK COM O MODELO ENVIADO POR EMAIL;2544;16924.0;54.5;18/10/2023;ALTA;1856;APROVADA;PENDENTE
30;2023-10-04;NF 280653;2531;16713.0;5546.91;05/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-04;NF 191;2539;16715.0;5653.8;05/10/2023;ALTA;1856;APROVADA;REALIZADA
402;2023-10-04;NF 561;2538;16717.0;3800.0;05/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-03;;2500;16714.0;9989.48;12/10/2023;ALTA;1851;APROVADA;PENDENTE
1;2023-10-03;NF 324;2501;16662.0;250.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-03;;2517;16808.0;641.7;16/10/2023;ALTA;1851;APROVADA;PENDENTE
9;2023-10-03;DIEGO ESTA CUIDANDO DESSA COMPRA, PAGAMENTO SERA REALIZADO AMANHA 04/10/2023.;2518;16675.0;7881.23;04/10/2023;ALTA;1856;APROVADA;REALIZADA
10;2023-10-03;NF 52;2507;16689.0;1138.0;04/10/2023;ALTA;1856;APROVADA;REALIZADA
11;2023-10-03;NF 1901;2504;16667.0;480.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
18;2023-10-03;NF 1037;2513;16718.0;467.86;05/10/2023;ALTA;1856;APROVADA;REALIZADA
23;2023-10-03;NF 33;2508;16684.0;300.0;04/10/2023;ALTA;1856;APROVADA;REALIZADA
24;2023-10-03;NF 2023/32;2498;16657.0;5962.79;03/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-03;NF 2023/31;2497;16656.0;4630.32;03/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-03;NF 3;2506;16709.0;875.0;04/10/2023;ALTA;1856;APROVADA;REALIZADA
29;2023-10-03;NF 325;2503;16663.0;250.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-02;NF 152055;2479;16659.0;3200.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-10-02;NF 1649;2490;16647.0;1450.1;03/10/2023;ALTA;1856;APROVADA;REALIZADA
22;2023-10-02;NF 7971;2478;16648.0;350.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
25;2023-10-02;NF 2;2480;16665.0;600.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-02;NF 46939;2486;16666.0;1212.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-10-02;NF 132;2492;16792.0;150934.0;10/10/2023;ALTA;1856;ATENDIDA;REALIZADA
18;2023-09-28;NF 1030;2459;16624.0;5350.0;02/10/2023;ALTA;1853;APROVADA;REALIZADA
30;2023-09-28;NF 26921 VENCIMENTO 18/10/2023;2460;16664.0;696.0;03/10/2023;ALTA;1856;APROVADA;REALIZADA
1;2023-09-27;;2455;16622.0;1131.0;02/10/2023;ALTA;1856;APROVADA;PENDENTE
13;2023-09-27;NF 21;2444;16597.0;250.0;27/09/2023;ALTA;1856;APROVADA;REALIZADA
18;2023-09-27;NF 1031;2446;16623.0;175.0;02/10/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-09-27;NF 85685;2445;16612.0;236.52;28/09/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-09-27;NF 21053;2452;16601.0;45166.83;28/09/2023;ALTA;1856;ATENDIDA;REALIZADA
13;2023-09-26;NF 20;2438;16596.0;210.0;27/09/2023;ALTA;1856;APROVADA;REALIZADA
13;2023-09-26;NF 3 ENVIADO POR EMAIL;2442;16595.0;4000.0;27/09/2023;ALTA;1853;APROVADA;REALIZADA
30;2023-09-26;NF 1011;2428;16550.0;25600.0;26/09/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-09-26;NF 92;2437;16580.0;2888.0;27/09/2023;ALTA;1856;APROVADA;REALIZADA
30;2023-09-26;NF 1409;2440;16791.0;100000.0;10/10/2023;ALTA;1856;APROVADA;REALIZADA
