Empresa;Data;Prestador;Tipo;Descricao_Item;Solicitação;Pedido;Vl_Solicitacao_Total;Dt_Preventrega;Ds_Prioridade;Usuario;Situacao;Numero_NF;Vencimento_NF
821;2024-09-05;;Outro;;7009;22506.0;846.0;09/09/2024;;1856;APROVADA;12972;
821;2024-09-05;;Outro;;7017;22498.0;1360.0;06/09/2024;NORMAL;1857;APROVADA;12473;
821;2024-09-05;;Outro;;7019;22499.0;6000.0;06/09/2024;NORMAL;1857;APROVADA;31;
821;2024-09-05;;Outro;;7020;22577.0;15854.02;11/09/2024;NORMAL;1857;APROVADA;41624;
1;2024-09-04;;Outro;;6942;22443.0;593.88;05/09/2024;NORMAL;1857;APROVADA;6320;
1;2024-09-04;;Outro;;6957;;90.0;;NORMAL;1856;APROVADA;;
1;2024-09-04;;Outro;;6973;22449.0;3787.72;05/09/2024;NORMAL;1857;APROVADA;31748;
9;2024-09-04;;Outro;;6947;22470.0;334.3;06/09/2024;NORMAL;1857;APROVADA;109407;
10;2024-09-04;;Compra;;6946;22614.0;1231.0;04/10/2024;NORMAL;1856;APROVADA;;
10;2024-09-04;;Outro;;6979;;400.68;;NORMAL;1856;APROVADA;;
11;2024-09-04;;Outro;;6955;22460.0;206.35;13/09/2024;NORMAL;1856;APROVADA;;
18;2024-09-04;;Outro;;6953;22566.0;510.0;11/09/2024;NORMAL;1857;APROVADA;1128;
25;2024-09-04;;Outro;;6960;22453.0;6386.99;05/09/2024;NORMAL;1857;APROVADA;2621;
402;2024-09-04;;Outro;;6971;22447.0;387.64;05/09/2024;NORMAL;1857;APROVADA;31742;
605;2024-09-04;;Outro;;6972;22448.0;408.01;05/09/2024;NORMAL;1857;APROVADA;31746;
841;2024-09-04;;Outro;;6974;22450.0;194.19;05/09/2024;NORMAL;1857;APROVADA;31745;
23;2024-09-03;;Outro;;6921;22471.0;300.0;06/09/2024;NORMAL;1856;APROVADA;181;
1;2024-09-02;;Outro;;6912;22393.0;250.0;03/09/2024;NORMAL;1857;APROVADA;784;
8;2024-09-02;;Outro;;6914;22408.0;300.0;04/09/2024;NORMAL;1857;APROVADA;36;
9;2024-09-02;;Outro;;6913;22407.0;300.0;04/09/2024;NORMAL;1857;APROVADA;35;
11;2024-09-02;;Outro;;6890;22387.0;340.0;03/09/2024;NORMAL;1857;APROVADA;199;
19;2024-09-02;;Outro;;6907;22404.0;960.0;04/09/2024;NORMAL;1857;APROVADA;33;
25;2024-09-02;;Compra;;6906;22611.0;215.0;12/09/2024;NORMAL;1856;APROVADA;;
25;2024-09-02;;Outro;;6908;22389.0;875.0;03/09/2024;NORMAL;1857;APROVADA;16;
29;2024-09-02;;Outro;;6911;22392.0;250.0;03/09/2024;NORMAL;1857;APROVADA;783;
9;2024-08-30;;Outro;;6861;22344.0;2150.0;30/08/2024;NORMAL;1857;APROVADA;41;
13;2024-08-30;;Compra;;6884;22695.0;209.89;17/09/2024;NORMAL;1857;APROVADA;;
14;2024-08-30;;Outro;;6885;22391.0;1394.5;03/09/2024;NORMAL;1857;APROVADA;1391;
19;2024-08-30;;Outro;;6877;22386.0;1000.0;03/09/2024;NORMAL;1857;APROVADA;12;
24;2024-08-30;;Outro;;6866;22367.0;5800.0;02/09/2024;NORMAL;1857;APROVADA;31;
24;2024-08-30;;Outro;;6867;22368.0;2000.0;02/09/2024;NORMAL;1857;APROVADA;32;
24;2024-08-30;;Outro;;6868;22369.0;1000.0;02/09/2024;NORMAL;1857;APROVADA;33;
24;2024-08-30;;Outro;;6869;22370.0;1500.0;02/09/2024;NORMAL;1857;APROVADA;34;
24;2024-08-30;;Outro;;6870;22371.0;3800.0;02/09/2024;NORMAL;1857;APROVADA;36;
25;2024-08-30;;Outro;;6871;22372.0;300.0;02/09/2024;NORMAL;1857;APROVADA;37;
25;2024-08-30;;Outro;;6873;22373.0;440.0;02/09/2024;NORMAL;1857;APROVADA;38;
25;2024-08-30;;Outro;;6875;22374.0;300.0;02/09/2024;NORMAL;1857;APROVADA;39;
25;2024-08-30;;Outro;;6883;22395.0;758.8;03/09/2024;NORMAL;1857;APROVADA;2247;
27;2024-08-30;;Compra;;9340;25162.0;4075.38;22/01/2025;ALTA;1856;APROVADA;;
30;2024-08-30;;Outro;;6857;22390.0;4000.0;03/09/2024;NORMAL;1856;APROVADA;39;
30;2024-08-30;;Outro;;6860;22326.0;250.0;30/08/2024;NORMAL;1857;APROVADA;11;
1;2024-08-29;;Compra;;6832;22377.0;156.5;04/09/2024;NORMAL;1857;APROVADA;;
1;2024-08-29;;Compra;;6834;;1534.83;;ALTA;1857;APROVADA;;
5;2024-08-29;;Outro;;6847;22327.0;2490.0;30/08/2024;NORMAL;1856;APROVADA;1425;05/09
8;2024-08-29;;Compra;;6841;22399.0;1113.68;23/09/2024;NORMAL;1857;APROVADA;;
8;2024-08-29;;Outro;;6844;22364.0;3132.0;02/09/2024;NORMAL;1857;APROVADA;158;
8;2024-08-29;;Outro;;6845;22365.0;2128.23;02/09/2024;NORMAL;1857;APROVADA;945;
25;2024-08-29;;Outro;;6840;22331.0;600.0;30/08/2024;NORMAL;1857;APROVADA;17;
25;2024-08-29;;Outro;;6848;22348.0;200.0;30/08/2024;NORMAL;1857;APROVADA;128;
25;2024-08-29;;Outro;;6855;22318.0;4239.56;30/08/2024;NORMAL;1856;APROVADA;2024;
841;2024-08-29;;Outro;;6828;22366.0;10587.0;02/09/2024;NORMAL;1857;APROVADA;1390;
1;2024-08-28;;Compra;;6815;22403.0;422.6;03/09/2024;NORMAL;1856;APROVADA;;
10;2024-08-28;;Outro;;6818;22322.0;600.0;30/08/2024;NORMAL;1857;APROVADA;20;
13;2024-08-28;;Outro;;6803;22335.0;1140.0;30/08/2024;NORMAL;1857;APROVADA;360;
13;2024-08-28;;Outro;;6805;22347.0;807.0;30/08/2024;NORMAL;1857;APROVADA;2198;
14;2024-08-28;;Outro;;6802;22308.0;930.0;29/08/2024;NORMAL;1857;APROVADA;30;
19;2024-08-28;;Outro;;6816;22332.0;6300.0;30/08/2024;NORMAL;1857;APROVADA;33;
821;2024-08-28;;Outro;;6799;22554.0;53200.0;10/09/2024;NORMAL;1856;APROVADA;101;05/09
821;2024-08-28;;Outro;;6812;22340.0;56730.23;30/08/2024;NORMAL;1857;APROVADA;100;
841;2024-08-28;;Outro;;6801;22307.0;1700.0;29/08/2024;NORMAL;1857;APROVADA;31;
1;2024-08-27;;Outro;;6786;22377.0;7407.84;04/09/2024;MEDIA;1856;APROVADA;;
24;2024-08-27;;Outro;;6776;22329.0;460.0;30/08/2024;NORMAL;1856;APROVADA;2024;
25;2024-08-27;;Outro;;6778;22330.0;460.0;30/08/2024;NORMAL;1856;APROVADA;2024;
821;2024-08-27;;Outro;;6798;22286.0;37.51;28/08/2024;NORMAL;1856;APROVADA;4799;
1;2024-08-26;;Compra;;6759;22354.0;154.95;02/09/2024;NORMAL;1857;APROVADA;;
5;2024-08-26;;Outro;;6749;22280.0;100.0;28/08/2024;NORMAL;1857;APROVADA;4122;
23;2024-08-26;;Outro;;6748;22267.0;550.0;27/08/2024;NORMAL;1857;APROVADA;37;
821;2024-08-26;;Outro;;6747;22268.0;7750.0;27/08/2024;NORMAL;1857;APROVADA;914;
841;2024-08-26;;Outro;;6762;22281.0;6100.0;28/08/2024;NORMAL;1857;APROVADA;214;
1;2024-08-23;;Outro;;6742;22248.0;728.9;26/08/2024;NORMAL;1857;APROVADA;336516;
1;2024-08-23;;Outro;;6743;22249.0;472.71;26/08/2024;NORMAL;1857;APROVADA;876782;
1;2024-08-22;;Outro;;6701;22237.0;18258.55;23/08/2024;NORMAL;1857;APROVADA;34338;
1;2024-08-22;;Outro;;6710;22220.0;334.0;23/08/2024;NORMAL;1857;APROVADA;4874;
1;2024-08-22;;Outro;;6716;22219.0;4522.0;23/08/2024;NORMAL;1857;APROVADA;20102;
18;2024-08-22;;Outro;;6706;22218.0;180.0;23/08/2024;NORMAL;1857;APROVADA;1123;
605;2024-08-22;;Outro;;6705;22222.0;800.0;23/08/2024;NORMAL;1857;APROVADA;52;
9;2024-08-21;;Outro;;6685;22247.0;1400.0;26/08/2024;NORMAL;1857;APROVADA;;
19;2024-08-21;;Outro;;6690;22293.0;41.65;10/09/2024;NORMAL;1857;APROVADA;;
24;2024-08-21;;Outro;;6684;22216.0;453.08;23/08/2024;NORMAL;1857;APROVADA;54;
1;2024-08-20;;Outro;;6672;22477.0;140.0;06/09/2024;NORMAL;1856;APROVADA;;
1;2024-08-19;;Outro;;6642;22125.0;900.0;19/08/2024;NORMAL;1857;APROVADA;12687;
10;2024-08-19;;Outro;;6658;22191.0;308.51;22/08/2024;NORMAL;1856;APROVADA;;
13;2024-08-19;;Outro;;6640;22111.0;1385.0;19/08/2024;NORMAL;1857;APROVADA;21;
13;2024-08-19;;Outro;;6653;22151.0;210.0;20/08/2024;NORMAL;1857;APROVADA;336;
14;2024-08-19;;Outro;;6654;22152.0;1420.0;20/08/2024;NORMAL;1857;APROVADA;1384;
605;2024-08-19;;Outro;;6643;22126.0;3200.0;19/08/2024;NORMAL;1857;APROVADA;1385;
1;2024-08-16;;Outro;;6609;22092.0;200.0;16/08/2024;NORMAL;1857;APROVADA;3567;
1;2024-08-16;;Outro;;6611;22093.0;200.0;16/08/2024;NORMAL;1857;APROVADA;3555;
13;2024-08-16;;Outro;;6624;22116.0;262.53;19/08/2024;NORMAL;1857;APROVADA;27436;
23;2024-08-16;;Outro;;6615;22118.0;3620.0;19/08/2024;NORMAL;1856;APROVADA;59;
24;2024-08-16;;Outro;;6627;22131.0;500.0;19/08/2024;NORMAL;1857;APROVADA;458;
25;2024-08-16;;Outro;;6562;22089.0;9422.22;16/08/2024;NORMAL;1857;APROVADA;24;
25;2024-08-16;;Outro;;6626;22130.0;650.0;19/08/2024;NORMAL;1857;APROVADA;457;
30;2024-08-16;;Outro;;6608;22140.0;1100.0;19/08/2024;NORMAL;1857;APROVADA;2840;
821;2024-08-16;;Outro;;6629;22113.0;5363.46;19/08/2024;NORMAL;1857;APROVADA;36510;
1;2024-08-15;;Compra;;6578;22240.0;186.2;23/08/2024;NORMAL;1857;APROVADA;;
1;2024-08-15;;Outro;;6579;22133.0;3000.0;19/08/2024;NORMAL;1857;APROVADA;2833;
1;2024-08-15;;Outro;;6581;22134.0;800.0;19/08/2024;NORMAL;1857;APROVADA;2835;
2;2024-08-15;;Outro;;6592;22137.0;250.0;19/08/2024;NORMAL;1857;APROVADA;2838;
5;2024-08-15;;Outro;;6596;22142.0;500.0;19/08/2024;NORMAL;1857;APROVADA;2843;
14;2024-08-15;;Outro;;6595;22136.0;270.0;19/08/2024;NORMAL;1857;APROVADA;2841;
23;2024-08-15;;Outro;;6597;22138.0;400.0;19/08/2024;NORMAL;1857;APROVADA;2844;
402;2024-08-15;;Outro;;6565;22132.0;2450.0;19/08/2024;NORMAL;1857;APROVADA;1110;
402;2024-08-15;;Outro;;6580;22141.0;2000.0;19/08/2024;NORMAL;1857;APROVADA;2834;
605;2024-08-15;;Outro;;6593;22143.0;180.0;19/08/2024;NORMAL;1857;APROVADA;2839;
607;2024-08-15;;Outro;;6583;22144.0;180.0;19/08/2024;NORMAL;1857;APROVADA;2837;
841;2024-08-15;;Outro;;6582;22145.0;900.0;19/08/2024;NORMAL;1857;APROVADA;2836;
1;2024-08-14;;Outro;;6538;22061.0;1169.24;15/08/2024;NORMAL;1857;APROVADA;73163;
10;2024-08-14;;Compra;;6525;22173.0;111.65;21/08/2024;NORMAL;1856;APROVADA;;
10;2024-08-14;;Outro;;6544;22119.0;880.0;19/08/2024;NORMAL;1857;APROVADA;24294;
10;2024-08-14;;Outro;;6546;22120.0;1952.0;19/08/2024;NORMAL;1857;APROVADA;9632;
13;2024-08-14;;Compra;;6548;22165.0;1577.93;26/08/2024;ALTA;1856;ATENDIDA;;
19;2024-08-14;;Outro;;6549;22063.0;1050.0;15/08/2024;NORMAL;1857;APROVADA;1190;
25;2024-08-14;;Outro;;6529;22062.0;337.48;16/08/2024;NORMAL;1857;APROVADA;55723;
25;2024-08-14;;Outro;;6532;22107.0;250.0;19/08/2024;NORMAL;1857;APROVADA;51;
25;2024-08-14;;Outro;;6552;22064.0;9527.78;16/08/2024;NORMAL;1857;APROVADA;23;
402;2024-08-14;;Outro;;6534;22108.0;608.34;19/08/2024;NORMAL;1857;APROVADA;16129;
841;2024-08-14;;Outro;;6537;22060.0;1050.0;15/08/2024;NORMAL;1857;APROVADA;227;
23;2024-08-13;;Outro;;6524;22057.0;300.0;15/08/2024;ALTA;1856;APROVADA;181;
24;2024-08-13;;Compra;;6518;22088.0;505.67;16/08/2024;NORMAL;1856;APROVADA;;
605;2024-08-13;;Compra;;6519;22082.0;446.96;16/08/2024;NORMAL;1856;APROVADA;;
1;2024-08-12;;Outro;;6468;21958.0;2400.0;12/08/2024;NORMAL;1857;APROVADA;1927;
13;2024-08-12;;Outro;;6467;21947.0;3110.0;12/08/2024;NORMAL;1856;APROVADA;4309;
19;2024-08-12;;Outro;;6491;21984.0;550.0;13/08/2024;NORMAL;1857;APROVADA;29;
24;2024-08-12;;Outro;;6483;21975.0;850.0;12/08/2024;NORMAL;1857;APROVADA;34;
402;2024-08-12;;Outro;;6489;21998.0;4563.0;13/08/2024;NORMAL;1857;APROVADA;2683;
402;2024-08-09;;Outro;;6451;21941.0;420.0;12/08/2024;NORMAL;1857;APROVADA;16084;
1;2024-08-08;;Outro;;6418;21951.0;7526.08;12/08/2024;NORMAL;1856;ATENDIDA;842985;
1;2024-08-08;;Outro;;6419;21953.0;200.0;12/08/2024;NORMAL;1857;APROVADA;8298;
1;2024-08-08;;Outro;;6429;21906.0;1422.0;09/08/2024;NORMAL;1857;APROVADA;33393;
1;2024-08-08;;Outro;;6433;21942.0;220.0;12/08/2024;NORMAL;1857;APROVADA;721;
1;2024-08-08;;Outro;;6434;21943.0;4700.0;12/08/2024;NORMAL;1857;APROVADA;722;
1;2024-08-08;;Outro;;6437;21944.0;4880.05;12/08/2024;NORMAL;1857;APROVADA;724;
1;2024-08-08;;Outro;;6438;21999.0;1200.0;13/08/2024;NORMAL;1857;APROVADA;5866;
1;2024-08-08;;Outro;;6440;21952.0;4750.0;12/08/2024;NORMAL;1857;APROVADA;2329;
1;2024-08-08;;Outro;;6447;21996.0;1341.88;16/08/2024;ALTA;1856;APROVADA;;
30;2024-08-08;;Outro;;6420;21990.0;200.0;13/08/2024;NORMAL;1857;APROVADA;8286;
30;2024-08-08;;Outro;;6442;21971.0;9708.72;12/08/2024;NORMAL;1857;ATENDIDA;1849;
402;2024-08-08;;Outro;;6430;21907.0;1269.6;09/08/2024;NORMAL;1857;APROVADA;33389;
402;2024-08-08;;Outro;;6435;21945.0;176.0;12/08/2024;NORMAL;1857;APROVADA;723;
821;2024-08-08;;Outro;;6425;21921.0;50000.0;09/08/2024;NORMAL;1856;APROVADA;126;30/08/2024
821;2024-08-08;;Outro;;6426;21920.0;9500.0;09/08/2024;NORMAL;1856;APROVADA;125;15/08/2024
841;2024-08-08;;Outro;;6432;21946.0;165.0;12/08/2024;NORMAL;1857;APROVADA;720;
1;2024-08-07;;Outro;;6394;21930.0;80.4;09/08/2024;NORMAL;1857;APROVADA;863;
1;2024-08-07;;Outro;;6398;21934.0;703.5;09/08/2024;NORMAL;1857;APROVADA;891;
10;2024-08-07;;Outro;;6391;21850.0;1700.0;07/08/2024;NORMAL;1856;APROVADA;1;
14;2024-08-07;;Outro;;6411;21992.0;590.0;13/08/2024;NORMAL;1857;APROVADA;40;
25;2024-08-07;;Outro;;6395;21925.0;1614.69;09/08/2024;NORMAL;1857;APROVADA;145;
30;2024-08-07;;Outro;;6399;21874.0;537.82;08/08/2024;NORMAL;1856;APROVADA;;
607;2024-08-07;;Outro;;6409;21993.0;450.0;13/08/2024;NORMAL;1857;APROVADA;38;
841;2024-08-07;;Outro;;6410;21991.0;390.0;13/08/2024;NORMAL;1857;APROVADA;39;
1;2024-08-06;;Compra;;6381;22087.0;370.92;16/08/2024;NORMAL;1856;APROVADA;;
1;2024-08-06;Obs A Bete Solicita Pao De Queijo Pacote 1Kg Dos Pequenos;Outro;;6384;22040.0;555.5;14/08/2024;NORMAL;1851;APROVADA;;
8;2024-08-06;;Outro;;6375;21841.0;380.0;06/08/2024;NORMAL;1856;APROVADA;951;
9;2024-08-06;;Outro;;6376;21854.0;880.0;07/08/2024;NORMAL;1856;APROVADA;952;
821;2024-08-06;;Outro;;6373;21831.0;6000.0;06/08/2024;NORMAL;1856;APROVADA;29;
821;2024-08-06;;Outro;;6374;21832.0;2500.0;06/08/2024;NORMAL;1856;APROVADA;12359;16/08/2024
1;2024-08-05;;Outro;;6323;21852.0;9864.24;14/08/2024;NORMAL;1851;APROVADA;;
1;2024-08-05;;Compra;;6324;21949.0;2200.0;16/08/2024;NORMAL;1857;APROVADA;;
1;2024-08-05;;Outro;;6330;21855.0;3630.62;14/08/2024;NORMAL;1851;APROVADA;;
1;2024-08-05;;Outro;;6339;21815.0;794.27;06/08/2024;NORMAL;1857;APROVADA;760;
9;2024-08-05;;Outro;;6343;21796.0;334.3;05/08/2024;NORMAL;1857;APROVADA;105673;
11;2024-08-05;;Outro;;6346;21793.0;430.0;05/08/2024;NORMAL;1857;APROVADA;2056;
18;2024-08-05;;Outro;;6357;21933.0;467.86;09/08/2024;NORMAL;1857;APROVADA;1120;
19;2024-08-05;;Outro;;6325;21798.0;150.0;05/08/2024;NORMAL;1857;APROVADA;21371;
25;2024-08-05;;Outro;;6310;;292.2;;NORMAL;1856;APROVADA;207870;07/08/2024
25;2024-08-05;;Outro;;6327;21938.0;292.02;12/08/2024;NORMAL;1857;APROVADA;240642;
25;2024-08-05;;Outro;;6342;21783.0;6370.87;05/08/2024;NORMAL;1857;APROVADA;2571;
25;2024-08-05;;Outro;;6345;21823.0;875.0;06/08/2024;NORMAL;1857;APROVADA;15;
25;2024-08-05;;Outro;;6349;21819.0;1311.11;06/08/2024;NORMAL;1857;APROVADA;21;
30;2024-08-05;;Outro;;6320;21875.0;129.96;08/08/2024;NORMAL;1857;APROVADA;7767;
30;2024-08-05;;Outro;;6322;21876.0;1244.65;08/08/2024;NORMAL;1857;APROVADA;7800;
30;2024-08-05;;Outro;;6337;21792.0;9900.0;05/08/2024;NORMAL;1856;APROVADA;6552;07/08
1;2024-08-02;;Outro;;6291;21775.0;250.0;05/08/2024;NORMAL;1856;APROVADA;739;10/08/2024
1;2024-08-02;;Outro;;6294;22168.0;13577.52;20/08/2024;NORMAL;1851;APROVADA;;
1;2024-08-02;;Outro;;6304;21910.0;881.54;15/08/2024;NORMAL;1856;APROVADA;;
10;2024-08-02;;Outro;;6295;21788.0;600.0;05/08/2024;NORMAL;1856;APROVADA;12;
10;2024-08-02;;Outro;;6296;21789.0;600.0;05/08/2024;NORMAL;1856;APROVADA;13;
29;2024-08-02;;Outro;;6290;21790.0;250.0;05/08/2024;NORMAL;1856;APROVADA;738;10/08/2024
1;2024-08-01;;Compra;;6255;21840.0;3300.0;06/08/2024;NORMAL;1857;APROVADA;;
8;2024-08-01;;Outro;;6257;21795.0;890.0;05/08/2024;NORMAL;1857;APROVADA;38;
9;2024-08-01;;Outro;;6256;21749.0;140.0;02/08/2024;NORMAL;1857;APROVADA;2840;
9;2024-08-01;;Outro;;6258;21785.0;450.0;05/08/2024;NORMAL;1857;APROVADA;39;
18;2024-08-01;;Compra;;6261;22031.0;88.87;14/08/2024;ALTA;1857;APROVADA;;
1;2024-07-31;;Outro;;6205;21765.0;3000.0;05/08/2024;NORMAL;1857;APROVADA;18224;
1;2024-07-31;;Compra;;6212;21887.0;284.5;08/08/2024;NORMAL;1856;APROVADA;;
2;2024-07-31;;Outro;;6236;21781.0;500.0;05/08/2024;NORMAL;1856;APROVADA;209;
13;2024-07-31;;Outro;;6203;21771.0;1649.0;05/08/2024;NORMAL;1857;APROVADA;2179;
25;2024-07-31;;Outro;;6221;21773.0;600.0;05/08/2024;NORMAL;1857;APROVADA;14;
28;2024-07-31;;Outro;;6227;21748.0;8293.0;01/08/2024;NORMAL;1856;APROVADA;3892;
30;2024-07-31;;Outro;;6238;21782.0;600.0;05/08/2024;NORMAL;1856;APROVADA;206;
607;2024-07-31;;Outro;;6232;21780.0;500.0;05/08/2024;NORMAL;1856;APROVADA;210;
821;2024-07-31;;Outro;;6222;21926.0;16444.58;09/08/2024;NORMAL;1857;APROVADA;41477;
9;2024-07-30;;Outro;;6192;21746.0;23.44;01/08/2024;NORMAL;1856;APROVADA;183822;
1;2024-07-29;;Outro;;6167;21695.0;240.0;30/07/2024;NORMAL;1857;APROVADA;26;
11;2024-07-29;;Outro;;6166;21696.0;570.0;30/07/2024;NORMAL;1857;APROVADA;;
841;2024-07-29;;Outro;;6161;21769.0;13750.0;05/08/2024;NORMAL;1857;APROVADA;1377;
5;2024-07-26;;Outro;;6135;21691.0;100.0;29/07/2024;NORMAL;1857;APROVADA;3963;
5;2024-07-26;;Outro;;6136;21692.0;100.0;29/07/2024;NORMAL;1857;APROVADA;4002;
1;2024-07-25;;Compra;;6115;21739.0;54.24;01/08/2024;NORMAL;1857;APROVADA;;
1;2024-07-25;;Outro;;6122;21755.0;118.52;02/08/2024;NORMAL;1856;APROVADA;;
1;2024-07-25;;Outro;;6123;21693.0;3744.0;29/07/2024;NORMAL;1857;APROVADA;1750;
10;2024-07-25;;Outro;;6118;21690.0;1165.0;29/07/2024;NORMAL;1856;APROVADA;142;29/07/2024
19;2024-07-25;;Outro;;6128;21694.0;315.0;29/07/2024;NORMAL;1857;APROVADA;4880;
1;2024-07-24;;Compra;;6090;21639.0;3041.72;21/08/2024;NORMAL;1857;APROVADA;;
1;2024-07-24;;Compra;;6104;21808.0;1500.0;06/08/2024;NORMAL;1856;APROVADA;;
2;2024-07-24;;Outro;;6088;21663.0;165.57;26/07/2024;NORMAL;1857;APROVADA;30054;
14;2024-07-24;;Outro;;6087;21662.0;110.38;26/07/2024;NORMAL;1857;APROVADA;29953;
18;2024-07-24;;Outro;;6093;21659.0;1000.0;26/07/2024;NORMAL;1857;APROVADA;4;
23;2024-07-24;;Outro;;6083;21658.0;250.0;26/07/2024;NORMAL;1857;APROVADA;178;
30;2024-07-24;;Outro;;6086;21660.0;696.0;26/07/2024;NORMAL;1857;APROVADA;30107;
605;2024-07-24;;Outro;;6084;21633.0;110.38;25/07/2024;NORMAL;1857;APROVADA;30053;
607;2024-07-24;;Outro;;6085;21661.0;110.0;26/07/2024;NORMAL;1857;APROVADA;30090;
1;2024-07-23;;Outro;;6068;21603.0;1869.6;23/07/2024;NORMAL;1856;APROVADA;484134;24/07/2024
1;2024-07-23;;Compra;;6072;21637.0;7928.16;05/08/2024;ALTA;1856;APROVADA;;
1;2024-07-23;;Outro;;6078;21740.0;3240.0;09/08/2024;NORMAL;1856;APROVADA;;
1;2024-07-22;;Outro;;6054;21608.0;856.0;23/07/2024;NORMAL;1857;APROVADA;51788;
1;2024-07-22;;Outro;;6060;21602.0;975.0;23/07/2024;NORMAL;1857;APROVADA;51790;
1;2024-07-22;;Outro;;6061;21609.0;1169.24;23/07/2024;NORMAL;1857;APROVADA;72337;
13;2024-07-22;;Outro;;6050;21589.0;900.0;22/07/2024;NORMAL;1857;APROVADA;19;
23;2024-07-22;;Outro;;6067;21604.0;1.0;23/07/2024;NORMAL;1856;APROVADA;49;
841;2024-07-22;;Compra;;6053;21657.0;11715.0;26/07/2024;NORMAL;1857;APROVADA;89;
1;2024-07-19;;Compra;;6036;21617.0;108.0;23/07/2024;NORMAL;1856;APROVADA;;
1;2024-07-19;;Outro;;6037;21571.0;5280.0;22/07/2024;NORMAL;1857;APROVADA;171;
1;2024-07-19;;Outro;;6040;21580.0;436.0;22/07/2024;NORMAL;1857;APROVADA;1823858;
1;2024-07-19;;Compra;;6045;21644.0;10696.28;29/07/2024;ALTA;1856;APROVADA;;
1;2024-07-19;;Outro;;6046;21570.0;1460.0;22/07/2024;NORMAL;1857;APROVADA;585;
13;2024-07-19;;Outro;;6042;21572.0;210.0;22/07/2024;NORMAL;1857;APROVADA;308;
1;2024-07-18;;Compra;;6030;21622.0;430.36;24/07/2024;NORMAL;1856;APROVADA;;
11;2024-07-18;;Outro;;6017;21539.0;2900.0;19/07/2024;NORMAL;1857;APROVADA;25;
11;2024-07-18;;Outro;;6029;21541.0;3500.0;19/07/2024;NORMAL;1857;APROVADA;231;
19;2024-07-18;;Compra;;6027;21649.0;265.0;26/07/2024;NORMAL;1856;APROVADA;;
821;2024-07-18;;Outro;;6021;21540.0;109.4;19/07/2024;NORMAL;1857;APROVADA;4784;
821;2024-07-18;;Outro;;6026;21542.0;155.5;19/07/2024;NORMAL;1857;APROVADA;35921;
1;2024-07-17;;Compra;;5969;21697.0;337.08;01/08/2024;NORMAL;1856;APROVADA;;
1;2024-07-17;;Outro;;5978;21543.0;3000.0;19/07/2024;NORMAL;1857;APROVADA;2784;
1;2024-07-17;;Outro;;5982;21549.0;800.0;19/07/2024;NORMAL;1857;APROVADA;2786;
1;2024-07-17;;Outro;;5997;21530.0;350.0;19/07/2024;NORMAL;1857;APROVADA;2297;
1;2024-07-17;;Outro;;5999;21531.0;998.16;19/07/2024;NORMAL;1857;APROVADA;8210;
1;2024-07-17;;Outro;;6003;21536.0;950.0;19/07/2024;NORMAL;1857;APROVADA;36;
2;2024-07-17;;Outro;;5986;21546.0;250.0;19/07/2024;NORMAL;1857;APROVADA;2789;
2;2024-07-17;;Outro;;6001;21534.0;470.0;19/07/2024;NORMAL;1857;APROVADA;34;
5;2024-07-17;;Outro;;5990;21551.0;500.0;19/07/2024;NORMAL;1857;APROVADA;2794;
13;2024-07-17;;Outro;;6012;21538.0;1997.0;19/07/2024;NORMAL;1857;APROVADA;2178;
14;2024-07-17;;Outro;;5989;21545.0;270.0;19/07/2024;NORMAL;1857;APROVADA;2792;
19;2024-07-17;;Outro;;5970;21502.0;1900.0;17/07/2024;NORMAL;1857;APROVADA;77;
23;2024-07-17;;Outro;;5991;21547.0;400.0;19/07/2024;NORMAL;1857;APROVADA;2795;
23;2024-07-17;;Outro;;6010;21532.0;700.0;19/07/2024;NORMAL;1857;APROVADA;3;
24;2024-07-17;;Outro;;5973;21528.0;500.0;19/07/2024;NORMAL;1857;APROVADA;399;
25;2024-07-17;;Outro;;5975;21529.0;650.0;19/07/2024;NORMAL;1857;APROVADA;400;
30;2024-07-17;;Outro;;5988;21548.0;1100.0;19/07/2024;NORMAL;1857;APROVADA;2791;
402;2024-07-17;;Outro;;5972;21506.0;235.0;17/07/2024;NORMAL;1857;APROVADA;1372;
402;2024-07-17;;Outro;;5979;21544.0;2000.0;19/07/2024;NORMAL;1857;APROVADA;2785;
605;2024-07-17;;Outro;;5987;21553.0;180.0;19/07/2024;NORMAL;1857;APROVADA;2790;
607;2024-07-17;;Outro;;5984;21556.0;180.0;19/07/2024;NORMAL;1857;APROVADA;2788;
841;2024-07-17;;Outro;;5983;21557.0;900.0;19/07/2024;NORMAL;1857;APROVADA;2787;
841;2024-07-17;;Outro;;6002;21535.0;250.0;19/07/2024;NORMAL;1857;APROVADA;35;
1;2024-07-16;;Outro;;5948;21606.0;5211.2;25/07/2024;NORMAL;1856;APROVADA;;
10;2024-07-16;;Outro;;5965;21482.0;5069.0;17/07/2024;NORMAL;1856;APROVADA;141;18/07/2024
23;2024-07-16;;Outro;;5956;21472.0;3750.0;16/07/2024;NORMAL;1856;APROVADA;47;
29;2024-07-15;;Outro;;5936;21450.0;8293.0;16/07/2024;NORMAL;1857;APROVADA;3876;
402;2024-07-15;;Outro;;5938;21451.0;176.0;16/07/2024;NORMAL;1857;APROVADA;718;
