Empresa;Data;Situacao;Usuario;Solicitação;Nr_nf;Sku;Dt_Preventrega;Pedido;Ds_Prioridade;Ds_Compra;Vl_Solicitacao_Total;Cod_Ccusto;Obs_lin1;Obs_lin2;Obs_lin3;Obs_lin4
19;10/07/2023;APROVADA;1853;1671;992.0;5011747;20/07/2023;15661;ALTA;;252.33;302010000;;;;
1;10/07/2023;APROVADA;1853;1672;4243.0;5012044;09/08/2023;15889;MEDIA;;654.7;302010000;;;;
1;10/07/2023;APROVADA;1853;1673;1016.0;5007364;10/07/2023;15531;MEDIA;;1559.56;403010000;;;;
1;10/07/2023;APROVADA;1851;1674;739.0;5005084;15/07/2023;15592;ALTA;;454.58;302030000;GUARDA SOL TEM QUE SER TODO PRETO E TAMBEM TEM QUE SERVIR COMO GUARDA CHUVA;;;
1;12/07/2023;ATENDIDA;1853;1682;3794.0;623403;12/07/2023;15561;ALTA;;3210.0;302010000;NF 3794;;;
1;12/07/2023;APROVADA;1853;1683;46765.0;5007032;12/07/2023;15570;MEDIA;;347.4;302010000;NF 46765 O MATERIAL JA FOI ENTREGUE;;;
30;12/07/2023;APROVADA;1853;1686;1016.0;5012052;12/07/2023;15578;MEDIA;;420.0;403010000;;;;
1;12/07/2023;APROVADA;1853;1687;;5009592;12/07/2023;15567;MEDIA;;462.98;302010000;NF 1591629 O MATERIAL FOI ENTREGUE;;;
1;12/07/2023;APROVADA;1853;1688;54435.0;5002160;26/07/2023;15706;ALTA;;2206.0;302010000;;;;
1;12/07/2023;APROVADA;1853;1693;59947.0;5009094;20/07/2023;15658;ALTA;;491.45;302010000;;;;
1;13/07/2023;APROVADA;1853;1697;46253.0;5010434;17/07/2023;15611;ALTA;;807.0;302010000;NF 46089;;;
1;13/07/2023;APROVADA;1853;1701;84010.0;581416;19/07/2023;15648;MEDIA;;2075.0;302010000;NF 84010 O MATERIAL JA FOI COMPRADO E ENTREGUE;;;
9;13/07/2023;APROVADA;1853;1704;36406.0;5011120;17/07/2023;15617;MEDIA;;53.7;302010000;;;;
13;14/07/2023;APROVADA;1853;1708;324.0;5006271;18/07/2023;15628;MEDIA;;6925.0;302010000;NF 324;;;
402;17/07/2023;APROVADA;1853;1713;88.0;5001611;24/07/2023;15688;ALTA;;3542.7;302010000;NF 88;;;
1;18/07/2023;APROVADA;1853;1715;16717.0;638359;24/07/2023;15686;MEDIA;;1001.59;403010000;NF 16717;;;
1;18/07/2023;APROVADA;1853;1716;16716.0;5012076;24/07/2023;15687;MEDIA;;3425.88;403010000;NF 16716;;;
1;18/07/2023;APROVADA;1853;1719;13082.0;5005341;24/07/2023;15684;MEDIA;;1803.63;302010000; NF 13082;;;
1;18/07/2023;APROVADA;1853;1721;159.0;5007067;24/07/2023;15689;MEDIA;;830.0;302010000;NF 159;;;
1;18/07/2023;APROVADA;1853;1722;13114.0;5012085;25/07/2023;15693;MEDIA;;517.21;302010000;NF 13114;;;
1;19/07/2023;APROVADA;1853;1725;;5012078;27/07/2023;15719;ALTA;;765.0;302010000;;;;
25;20/07/2023;APROVADA;1853;1733;52168.0;5009494;26/07/2023;15701;ALTA;;343.76;302010000;NF 52168;;;
25;24/07/2023;APROVADA;1853;1742;473.0;5010073;25/07/2023;15694;ALTA;;5359.2;302010000;NF 473 O MATERIAL FOI ENTREGUE;;;
1;24/07/2023;APROVADA;1853;1743;5743.0;181619;24/07/2023;15690;MEDIA;;420.21;302010000;NF 5743 O MATERIAL JA FOI ENTREGUE;;;
1;24/07/2023;ATENDIDA;1852;1744;19570.0;690086;03/08/2023;15803;ALTA;;4136.0;403010000;;;;
1;25/07/2023;APROVADA;1851;1745;7040.0;5008765;02/08/2023;15730;ALTA;;9555.55;302030000;;;;
1;26/07/2023;APROVADA;1851;1746;205818.0;5000027;31/07/2023;15717;ALTA;;840.0;302030000;;;;
1;26/07/2023;APROVADA;1853;1748;12431244.0;5007211;10/08/2023;15911;ALTA;;1428.11;302010000;;;;
30;26/07/2023;APROVADA;1852;1749;29656.0;5012006;27/07/2023;15726;ALTA;;19684.08;403010000;PRODUTO JA ENTREGUE . NF 29656;;;
30;26/07/2023;APROVADA;1852;1750;1026.0;5012052;31/07/2023;15741;ALTA;;940.0;403010000;PRODUTO JA ENTREGUE. NF 1026;;;
30;26/07/2023;APROVADA;1852;1751;7514.0;5001196;27/07/2023;15710;ALTA;;232.99;403010000;PRODUTO JA ENTREGUE . NF 7514;;;
30;26/07/2023;APROVADA;1852;1752;46150.0;5012109;31/07/2023;15740;ALTA;;3270.0;403010000;PRODUTO JA ENTREGUE. NF 46150;;;
1;31/07/2023;ATENDIDA;1853;1771;35137.0;690700;01/08/2023;15756;MEDIA;;7944.96;403010000; NF 35137;;;
1;01/08/2023;APROVADA;1852;1774;1598029.0;5009192;01/08/2023;15754;ALTA;;2686.88;403010000;;;;
30;01/08/2023;APROVADA;1852;1775;7532.0;5011826;02/08/2023;15763;ALTA;;1719.92;403010000;;;;
1;01/08/2023;APROVADA;1852;1779;1591.0;5010660;02/08/2023;15762;ALTA;;687.88;FACILITIES;;;;
30;02/08/2023;APROVADA;1852;1780;65797.0;5002953;02/08/2023;15773;ALTA;;203.16;403010000;PRODUTO JA ENTREGUE - NF 65797;;;
1;02/08/2023;APROVADA;1853;1781;;525457;02/08/2023;15765;ALTA;;250.0;FACILITIES;NF 270 VENCIMENTO 10/08/2023;;;
29;02/08/2023;APROVADA;1853;1783;;525457;02/08/2023;15774;ALTA;;250.0;FACILITIES;NF 271 VENCIMENTO 10/08/2023;;;
30;03/08/2023;APROVADA;1853;1789;7537.0;5010043;03/08/2023;15783;ALTA;;49.77;403010000;NF 7537 VENCIMENTO 14/08/2023 BOLETO;;;
30;03/08/2023;APROVADA;1853;1790;7536.0;5000173;03/08/2023;15784;ALTA;;332.91;403010000;NF 7536 VENCIMENTO 07/08 BOLETO;;;
30;03/08/2023;APROVADA;1853;1791;7548.0;5000173;03/08/2023;15785;ALTA;;326.8;403010000;NF 7548 VENCIMENTO DO BOLETO 07/08/2023;;;
25;03/08/2023;APROVADA;1853;1792;429.0;1455;03/08/2023;15807;ALTA;;5018.0;FACILITIES;NF 428 VENCIMENTO 11/08;;;
605;03/08/2023;APROVADA;1853;1795;;623;03/08/2023;15808;ALTA;;300.0;FACILITIES;NFS 13 VENCIMENTO DO BOLETO 10/08/2023;;;
25;03/08/2023;APROVADA;1853;1796;;623;03/08/2023;15800;MEDIA;;700.0;FACILITIES;NF 2023/8 PROGRAMAR PAGAMENTO PARA O DIA 01/09;;;
1;03/08/2023;APROVADA;1851;1797;278077.0;5005654;11/08/2023;15856;ALTA;;9956.86;FACILITIES;;;;
1;03/08/2023;APROVADA;1851;1798;280902.0;5001348;11/08/2023;15874;ALTA;;9883.58;FACILITIES;;;;
11;03/08/2023;APROVADA;1853;1800;;623;03/08/2023;15812;ALTA;;400.0;FACILITIES;NF 1859 PROGRAMAR PAGAMENTO 09/08/2023;;;
9;03/08/2023;APROVADA;1856;1801;;2105;08/08/2023;15834;ALTA;;316.0;FACILITIES;NF 62476 - VENCIMENTO 10/08/2023;;;
605;03/08/2023;ATENDIDA;1853;1805;302.0;690735;08/08/2023;15830;ALTA;;15750.0;FACILITIES;NF 302  VENCIMENTO 09/08 BOLETO;;;
1;03/08/2023;ATENDIDA;1853;1806;303.0;5012149;08/08/2023;15831;ALTA;;8390.03;FACILITIES;NF 303 VENCIMENTO 09/08;;;
10;03/08/2023;APROVADA;1856;1807;;623;08/08/2023;15837;ALTA;;2376.0;FACILITIES;NF 262 - VENCIMENTO 10/08/2023;;;
1;03/08/2023;APROVADA;1853;1809;38060.0;5001202;22/08/2023;15962;ALTA;;1350.52;FACILITIES;SEGUIR ESPECIFICACOES ENVIADAS POR EMAIL;;;
1;03/08/2023;ATENDIDA;1852;1811;17020.0;5012150;08/08/2023;15847;ALTA;;21505.8;403010000;;;;
18;03/08/2023;APROVADA;1853;1812;;623;07/08/2023;15821;MEDIA;;575.0;FACILITIES;NFS 741 PROGRAMAR PAGAMENTO PARA O DIA 11/08;;;
11;03/08/2023;APROVADA;1853;1814;;623;07/08/2023;15822;ALTA;;300.0;FACILITIES;NF 722 VENCIMENTO/PAGAMENTO 07/08/2023;;;
30;04/08/2023;APROVADA;1853;1820;42032.0;5007833;07/08/2023;15823;MEDIA;;4815.0;403010000;NF 42032 VENCIMENTO 30/08;;;
22;05/08/2023;APROVADA;1856;1832;;623;07/08/2023;15827;MEDIA;;707.0;FACILITIES;NF 7932  - VENCIMENTO 21/08/2023;;;
30;07/08/2023;APROVADA;1856;1833;;623;07/08/2023;15824;ALTA;;2361.95;FACILITIES;NF 4266 - VENCIMENTO 15/08/2023;;;
1;07/08/2023;APROVADA;1856;1834;;623;09/08/2023;15868;MEDIA;;2175.0;FACILITIES;NF 980 - VENCIMENTO 25/08/2023;;;
25;07/08/2023;APROVADA;1856;1835;;623;09/08/2023;15869;ALTA;;266.48;FACILITIES;NF 2023/197605;;;
1;07/08/2023;APROVADA;1856;1847;17024.0;638357;08/08/2023;15848;ALTA;;67306.84;403010000;;;;
19;07/08/2023;APROVADA;1856;1849;17035.0;651886;14/08/2023;15938;ALTA;;1416.68;FACILITIES;SEGUIR O MODELO DO LINK ENVIADO NO EMAIL;;;
9;07/08/2023;APROVADA;1856;1851;36597.0;5003591;08/08/2023;15835;ALTA;;7.0;FACILITIES;NF 000.036.597 - VENCIMENTO 14/08/2023 - ITEM JA COMPRADO;;;
1;08/08/2023;APROVADA;1856;1855;;623;09/08/2023;15875;ALTA;;800.0;FACILITIES;NF 086 - VENCIMENTO 18/08/2023.;;;
1;08/08/2023;APROVADA;1856;1856;375274.0;5001036;10/08/2023;15900;ALTA;;2947.01;403010000;NF 375274 VENCIMENTO 24/08/2023;;;
1;08/08/2023;APROVADA;1856;1858;99.0;664699;09/08/2023;15872;ALTA;;2425.49;FACILITIES;NF 099 VENCIMENTO 18/08/2023;;;
18;08/08/2023;APROVADA;1856;1861;;623;08/08/2023;15842;ALTA;;360.0;FACILITIES;NF 1011 VENCIMENTO 16/08/2023;;;
18;08/08/2023;APROVADA;1856;1862;;623;08/08/2023;15843;ALTA;;410.4;FACILITIES;NF 1010 VENCIMENTO 25/08/2023;;;
1;08/08/2023;APROVADA;1856;1863;1986.0;5001421;18/08/2023;15918;ALTA;;2310.0;FACILITIES;06 CADEIRAS COM RODIZIO MODELO PADRAO QUE UTILIZAMOS NO ADM DA NOSSA FABRICA;;;
30;08/08/2023;APROVADA;1856;1864;2769.0;692503;08/08/2023;15849;ALTA;;2180.0;403010000;NF 02769 VENCIMENTO 10/08/2023;;;
30;09/08/2023;APROVADA;1853;1865;;181844;10/08/2023;15910;ALTA;;2894.36;403010000;NF 12/ VALOR A SER PAGO R$ 1447,18 / PROGRAMAR PAGAMENTO PARA O DIA 15/08.;;;
10;09/08/2023;APROVADA;1856;1867;;623;10/08/2023;15902;ALTA;;600.0;FACILITIES;NF 139 - REFERENTE AO MES DE ABRIL - PROGRAMAR PAGAMENTO PARA: 21/08/23;;;
10;09/08/2023;APROVADA;1856;1868;;623;10/08/2023;15903;ALTA;;600.0;FACILITIES;NF 140 - REFERENTE AO MES DE MAIO - PROGRAMAR PAGAMENTO PARA: 21/08/23;;;
10;09/08/2023;APROVADA;1856;1869;;623;10/08/2023;15904;ALTA;;600.0;FACILITIES;NF 141 - REFERENTE AO MES DE JUNHO - PROGRAMAR PAGAMENTO PARA: 21/08/23;;;
10;09/08/2023;APROVADA;1856;1870;;623;10/08/2023;15905;ALTA;;600.0;FACILITIES;NF 142 - REFERENTE AO MES DE JULHO - PROGRAMAR PAGAMENTO PARA: 21/08/23;;;
10;09/08/2023;APROVADA;1856;1871;;623;10/08/2023;15906;ALTA;;600.0;FACILITIES;NF 143 - REFERENTE AO MES DE AGOSTO - PROGRAMAR PAGAMENTO PARA 21/08/2023;;;
25;09/08/2023;APROVADA;1856;1872;;623;09/08/2023;15885;ALTA;;120.0;FACILITIES;NF 2023/37 -  PROGRAMAR PAGAMENTO PARA O DIA 15/08/2023;;;
24;09/08/2023;APROVADA;1856;1873;;623;09/08/2023;15887;ALTA;;170.0;FACILITIES;NF 2323/36 - PROGRAMAR PAGAMENTO PARA O DIA 15/08/2023;;;
1;09/08/2023;APROVADA;1856;1874;47304.0;5001433;09/08/2023;15891;ALTA;;282.0;FACILITIES;NF 47304 - VENCIMENTO 06/09/2023 - ITENS JA COMPRADOS;;;
9;09/08/2023;APROVADA;1856;1876;;623;09/08/2023;15893;ALTA;;200.0;FACILITIES;NF 473 - PAGAMENTO COMBINADO PARA 16/08/2023;;;
9;09/08/2023;APROVADA;1856;1877;;623;09/08/2023;15894;ALTA;;530.0;FACILITIES;NF 472 - PAGAMENTO COMBINADO PARA 16/08/2023;;;
8;09/08/2023;APROVADA;1856;1879;;623;09/08/2023;15895;ALTA;;380.0;FACILITIES;NF 471 - PAGAMENTO COMBINADO PARA 16/08/2023;;;
1;09/08/2023;APROVADA;1856;1881;;623;17/08/2023;16002;ALTA;;10270.0;FACILITIES;NF 183 - PAGAMENTO COMBINADO PARA 24/08/2023;;;
1;09/08/2023;APROVADA;1856;1882;;623;10/08/2023;15907;ALTA;;1032.38;FACILITIES;NF 445256 - VENCIMENTO 25/08/2023;;;
1;09/08/2023;APROVADA;1856;1883;;623;10/08/2023;15908;ALTA;;34.5;FACILITIES;NF 444369 -VENCIMENTO 24/09/2023;;;
28;09/08/2023;APROVADA;1856;1884;;623;14/08/2023;15930;ALTA;;900.0;FACILITIES;NF 184 - PAGAMENTO COMBINADO PARA 24/08/2023;;;
1;09/08/2023;APROVADA;1853;1885;75.0;692522;10/08/2023;15909;ALTA;;7717.2;FACILITIES;NF 75 VENCIMENTO 14/08;;;
25;10/08/2023;APROVADA;1853;1891;;623;15/08/2023;15970;ALTA;;20166.13;FACILITIES;NFS 2023/23 PROGRAMAR PAGAMENTO 16/08;;;
24;10/08/2023;APROVADA;1853;1897;;623;10/08/2023;15912;MEDIA;;350.0;FACILITIES;NF 2023/21 PROGRAMAR PAGAMENTO 16/08/2023;;;
18;11/08/2023;APROVADA;1853;1903;;525457;14/08/2023;15924;MEDIA;;250.0;FACILITIES;NF 236 PROGRAMAR PAGAMENTO PARA O DIA 17/08;;;
8;11/08/2023;APROVADA;1853;1906;;623;14/08/2023;15925;ALTA;;1964.26;FACILITIES;NF 35 VENCIMENTO 16/08;;;
1;11/08/2023;APROVADA;1853;1909;;10527;28/08/2023;16140;ALTA;;1200.0;403010000;NF 19170 VENCIMENTO 28/08;;;
1;14/08/2023;APROVADA;1853;1915;396013.0;5009416;14/08/2023;15947;NORMAL;;729.0;403010000;NF 396013 O MATERIAL JA FOI COMPRADO E ENTREGUE;;;
1;14/08/2023;APROVADA;1853;1920;5677.0;5006672;06/09/2023;16269;ALTA;;2050.19;FACILITIES;SEGUIR ESPECIFICACOES ENVIADAS POR EMAIL;;;
1;14/08/2023;APROVADA;1856;1921;;623;14/08/2023;15942;ALTA;;6400.0;FACILITIES;NF 19/A;;;
23;14/08/2023;APROVADA;1856;1922;;623;14/08/2023;15943;ALTA;;400.0;FACILITIES;NF 18 - PAGAMENTO COMBINADO PAR O DIA 21/08/2023;;;
22;14/08/2023;APROVADA;1856;1923;1324790.0;5008250;26/09/2023;16548;ALTA;;387.9;FACILITIES;01 STEAMER ATENCAO  EQUIPAMENTO 110V -  O MESMO MODELO JA  APROVADO;;;
1;14/08/2023;APROVADA;1856;1924;52197.0;5012225;15/08/2023;15967;ALTA;;1595.52;FACILITIES;TOTAL DO PEDIDO R$ 1.763,09;;;
18;14/08/2023;APROVADA;1856;1927;363.0;5012233;15/08/2023;15955;ALTA;;2120.0;FACILITIES;NF 363;;;
18;14/08/2023;APROVADA;1856;1928;;623;15/08/2023;15956;ALTA;;1980.0;FACILITIES;NF 1018 - VENCIMENTO 28/08/2023;;;
1;15/08/2023;APROVADA;1853;1939;369609.0;5012243;15/08/2023;15965;ALTA;REALIZADA;6849.6;403010000;NF 369609 O MATERIAL FOI COMPRADO;;;
30;15/08/2023;APROVADA;1856;1951;;623;16/08/2023;15981;ALTA;REALIZADA;27609.87;403010000;NF 31423 - VENCIMENTO 21/08/2023;;;
30;15/08/2023;APROVADA;1856;1952;;623;16/08/2023;15980;ALTA;REALIZADA;5953.52;403010000;NF 31422 - VENCIMENTO 21/08/2023;;;
30;15/08/2023;APROVADA;1852;1954;7629.0;5006718;16/08/2023;15976;ALTA;REALIZADA;127.4;403010000;;;;
13;16/08/2023;APROVADA;1856;1957;;623;16/08/2023;15982;ALTA;REALIZADA;460.0;FACILITIES;NF 11086 - VENCIMENTO 03/09/2023;;;
1;16/08/2023;APROVADA;1853;1960;3.0;673592;16/08/2023;15993;ALTA;REALIZADA;15000.0;403010000;NF 3;;;
1;16/08/2023;APROVADA;1853;1962;;525457;16/08/2023;15994;ALTA;REALIZADA;15000.0;403010000;NFS 12;;;
607;16/08/2023;APROVADA;1856;1963;;623;17/08/2023;16013;ALTA;REALIZADA;180.0;FACILITIES;NF 2297 - VENCIMENTO 01/09/2023;;;
2;16/08/2023;APROVADA;1856;1964;;623;17/08/2023;16014;ALTA;REALIZADA;250.0;FACILITIES;NF 2298 - VENCIMENTO 01/09/2023;;;
14;16/08/2023;APROVADA;1856;1965;;623;17/08/2023;16015;ALTA;REALIZADA;270.0;FACILITIES;NF 2299 - VENCIMENTO 01/09/2023;;;
2;17/08/2023;APROVADA;1856;1970;23149.0;692687;21/08/2023;16046;ALTA;REALIZADA;2231.57;FACILITIES;OBS:  SEGUIR O MODELO QUE FOI ENVIADO POR EMAIL;;;
1;17/08/2023;APROVADA;1856;1971;;623;17/08/2023;16019;ALTA;REALIZADA;3000.0;FACILITIES;NF 2293 - VENCIMENTO 01/09/2023;;;
402;17/08/2023;APROVADA;1856;1973;;623;17/08/2023;16020;ALTA;REALIZADA;2000.0;FACILITIES;NF 2294 - VENCIMENTO 01/09/2023;;;
1;17/08/2023;APROVADA;1856;1974;;623;17/08/2023;16021;ALTA;REALIZADA;800.0;FACILITIES;NF 2295 - VENCIMENTO 01/09/2023;;;
22;17/08/2023;APROVADA;1856;1976;;623;17/08/2023;16022;ALTA;REALIZADA;900.0;FACILITIES;NF 2296 - VECNIMENTO 01/09/2023;;;
605;17/08/2023;APROVADA;1856;1978;;623;17/08/2023;16016;ALTA;REALIZADA;180.0;FACILITIES;NF 2300 - VENCIMENTO 01/09/2023;;;
5;17/08/2023;APROVADA;1856;1979;;623;17/08/2023;16017;ALTA;REALIZADA;500.0;FACILITIES;NF 2301 - VENCIMENTO 01/09/2023;;;
23;17/08/2023;APROVADA;1856;1980;;623;17/08/2023;16018;ALTA;REALIZADA;400.0;FACILITIES;NF 2302 - VENCIMENTO 01/09/2023;;;
25;17/08/2023;APROVADA;1856;1984;;623;21/08/2023;16033;ALTA;REALIZADA;2750.0;FACILITIES;NF 2023/25 -  PAGAMENTO COMBINADO PARA 23/08;;;
11;21/08/2023;APROVADA;1853;1994;;623;21/08/2023;16037;ALTA;REALIZADA;750.0;FACILITIES;VENCIMENTO 25/08;;;
24;20/08/2023;APROVADA;1856;1995;;623;21/08/2023;16039;ALTA;REALIZADA;500.0;FACILITIES;NF 2023/376 - VENCIMENTO 01/09/2023;;;
25;21/08/2023;APROVADA;1856;1996;;623;21/08/2023;16045;ALTA;REALIZADA;650.0;FACILITIES;NF 2023/375 - VENCIMENTO 01/09/2023;;;
24;20/08/2023;APROVADA;1856;1997;;623;21/08/2023;16044;ALTA;REALIZADA;1890.0;FACILITIES;NF 2023/24 - VENCIMENTO 24/08/2023;;;
1;21/08/2023;APROVADA;1856;1998;749942.0;5000992;25/08/2023;16123;ALTA;PENDENTE;111.59;FACILITIES;SEGUIR O EXEMPLO DO LINK ENVIADO POR E-MAIL;;;
13;21/08/2023;APROVADA;1856;1999;;623;21/08/2023;16047;ALTA;REALIZADA;262.53;FACILITIES;NF 25440 - VENCIMENTO 01/09/2023;;;
13;21/08/2023;APROVADA;1856;2000;996.0;5002413;21/08/2023;16048;ALTA;REALIZADA;1045.63;FACILITIES;NF 996 - VENCIMENTO 25/08/2023;;;
13;21/08/2023;APROVADA;1856;2003;997.0;5002413;21/08/2023;16049;ALTA;REALIZADA;1110.63;FACILITIES;NF 997 - VENCIMENTO 25/08/2023;;;
24;21/08/2023;APROVADA;1856;2004;485.0;5010073;21/08/2023;16050;ALTA;REALIZADA;1095.01;FACILITIES;NF 485 - PROGRAMAR PAGAMENTO PARA 28/08/2023;;;
1;21/08/2023;APROVADA;1856;2006;115575.0;5006408;23/08/2023;16099;ALTA;PENDENTE;198.0;FACILITIES;SEGUIR O MODELO DO LINK ENVIADO POR E-MAIL;;;
25;21/08/2023;APROVADA;1856;2007;;623;22/08/2023;16065;ALTA;REALIZADA;1290.0;FACILITIES;NF 2023/217 - VENCIMENTO 01/09/2023;;;
30;21/08/2023;APROVADA;1856;2008;1831.0;5012272;21/08/2023;16055;ALTA;REALIZADA;42167.0;403010000;COMPRA JA EFETUADA - VALOR COM DESCONTO  R$: 40.000,00;;;
8;21/08/2023;APROVADA;1856;2009;;5009864;;;ALTA;PENDENTE;656.4;FACILITIES;SEGUIR O MODELO ENVIADO POR E-MIAL;;;
1;22/08/2023;APROVADA;1856;2017;;623;23/08/2023;16090;ALTA;REALIZADA;1750.0;FACILITIES;NF 9016 - VENCIMENTO 28/08/2023;;;
11;22/08/2023;APROVADA;1856;2018;;5003497;05/09/2023;16251;ALTA;PENDENTE;225.75;FACILITIES;SEGUIR O MODELO DO LINK ENVIADO POR E-MAIL QUE JA CONTEM 3 SAPATAS;;;
801;22/08/2023;APROVADA;1856;2019;;623;23/08/2023;16098;ALTA;REALIZADA;8550.0;FACILITIES;NF 80 - PAGAMENTO COMBINADO PARA 25/08/2023;;;
1;22/08/2023;APROVADA;1856;2021;309.0;5012142;23/08/2023;16082;ALTA;REALIZADA;390.0;FACILITIES;NF 309 - VENCIMENTO 31/08/2023;;;
13;22/08/2023;APROVADA;1856;2023;;623;29/08/2023;16157;ALTA;REALIZADA;210.0;FACILITIES;NF 1971 -  PAGAMENTO PARA 05/09/2023;;;
14;22/08/2023;APROVADA;1856;2024;;623;23/08/2023;16088;ALTA;REALIZADA;105.85;FACILITIES;NF 8821 - VENCIMENTO 05/09/2023;;;
13;22/08/2023;APROVADA;1853;2025;;623;23/08/2023;16091;ALTA;REALIZADA;985.0;FACILITIES;PAGAMENTO 25/08;;;
2;22/08/2023;APROVADA;1856;2026;;623;23/08/2023;16083;ALTA;REALIZADA;158.78;FACILITIES;NF 8923 - VENCIMENTO 05/09/2023;;;
30;22/08/2023;APROVADA;1856;2027;65407.0;692791;23/08/2023;16084;ALTA;REALIZADA;2229.28;403010000;A NF FOI PAGA ANTECIPADAMENTE.;;;
605;22/08/2023;APROVADA;1856;2028;;623;23/08/2023;16085;ALTA;REALIZADA;105.85;FACILITIES;NF 8922 - VENCIMENTO 05/09/2023;;;
30;22/08/2023;APROVADA;1856;2031;29974.0;5012006;23/08/2023;16086;ALTA;REALIZADA;2433.9;403010000;NF 29.974 - VENCIMENTO 14/09/2023 - VALOR A SER PAGO R$ 2.340,51;;;
30;22/08/2023;APROVADA;1856;2032;;623;23/08/2023;16087;ALTA;REALIZADA;400.0;403010000;NF 999;;;
607;23/08/2023;APROVADA;1856;2045;;623;23/08/2023;16097;ALTA;REALIZADA;105.49;FACILITIES;NF 8965 - VENCIMENTO 05/09/2023;;;
1;23/08/2023;APROVADA;1856;2046;;623;23/08/2023;16100;ALTA;REALIZADA;900.0;FACILITIES;NF 2317 - VENCIMENTO 11/09/2023;;;
1;23/08/2023;APROVADA;1856;2047;;623;23/08/2023;16101;ALTA;REALIZADA;2529.55;FACILITIES;NF 2316 - VENCIMENTO 11/09/2023;;;
1;23/08/2023;APROVADA;1856;2048;;623;23/08/2023;16102;ALTA;REALIZADA;750.0;FACILITIES;NF 23 - PAGAMENTO COMBINADO PARA 31/08/2023;;;
30;23/08/2023;APROVADA;1856;2049;;623;23/08/2023;16103;ALTA;REALIZADA;756.0;403010000;NF 22 - PAGAMENTO COMBINADO PARA 31/08/2023;;;
25;23/08/2023;APROVADA;1856;2050;;623;23/08/2023;16104;ALTA;REALIZADA;3329.0;FACILITIES;NF 2023/26 - PAGAMENTO 29/08/2023;;;
22;24/08/2023;APROVADA;1856;2057;;623;24/08/2023;16122;ALTA;REALIZADA;300.0;FACILITIES;NF 7938 - VENCIMENTO 31/08/2023;;;
1;24/08/2023;APROVADA;1856;2058;;623;24/08/2023;16126;ALTA;REALIZADA;3315.8;FACILITIES;NF 120 - PROGRAMAR PAGAMENTO PARA 31/08/2023;;;
1;24/08/2023;APROVADA;1856;2059;1517.0;5001916;15/09/2023;16213;ALTA;PENDENTE;2753.5;FACILITIES;;;;
1;24/08/2023;NAO LIBERADA;1856;2060;;5012227;;;ALTA;PENDENTE;25672.0;VAREJO; TODOS OS ITENS SERAO COMPRA, EXCETO: ILLY X2.2 - QUE SERA COMODATO;;;
30;24/08/2023;APROVADA;1856;2074;1610.0;5010660;24/08/2023;16124;ALTA;REALIZADA;7303.91;403010000;NF 1.610;;;
601;24/08/2023;APROVADA;1856;2075;;5012232;;;ALTA;PENDENTE;1398.0;VAREJO;COMPRA;;;
601;24/08/2023;NAO LIBERADA;1856;2077;;5012232;;;ALTA;PENDENTE;699.0;VAREJO;IGUATEMI SP - ITEM SERA COMPRA;;;
9;24/08/2023;APROVADA;1856;2078;;623;28/08/2023;16137;ALTA;REALIZADA;360.0;FACILITIES;NF 29 - PROGRAMAR PAGAMENTO PARA 31/08/2023;;;
801;24/08/2023;APROVADA;1856;2080;;5012232;;;ALTA;PENDENTE;699.0;VAREJO;COMPRA;;;
831;24/08/2023;APROVADA;1856;2081;;5012232;;;ALTA;PENDENTE;699.0;VAREJO;COMPRA;;;
19;28/08/2023;APROVADA;1856;2095;;623;29/08/2023;16152;ALTA;REALIZADA;310.85;FACILITIES;NF 2023/3767 - VENCIMENTO 31/08/2023;;;
10;28/08/2023;APROVADA;1856;2096;;623;29/08/2023;16146;ALTA;REALIZADA;700.0;FACILITIES;NF 1418 - VENCIMENTO 14/09/2023;;;
1;28/08/2023;APROVADA;1856;2097;5904.0;5003769;30/08/2023;16170;ALTA;PENDENTE;7519.6;FACILITIES;;;;
1;28/08/2023;APROVADA;1856;2098;249770.0;5005334;12/09/2023;16294;ALTA;PENDENTE;1169.91;FACILITIES;SEGUIR A DESCRICAO DA LISTA DOS PRODUTOS ENVIADOS POR E-MAIL;;;
1;28/08/2023;APROVADA;1851;2102;12678.0;5005879;01/09/2023;16202;ALTA;PENDENTE;15479.88;FACILITIES;;;;
1;28/08/2023;APROVADA;1851;2104;279812.0;5008805;15/09/2023;16323;ALTA;PENDENTE;18798.39;FACILITIES;;;;
1;28/08/2023;APROVADA;1851;2105;96405.0;5000389;20/09/2023;16466;ALTA;PENDENTE;3899.31;FACILITIES;;;;
1;29/08/2023;APROVADA;1853;2109;;525457;01/09/2023;16160;ALTA;PENDENTE;1200.0;FACILITIES;;;;
30;29/08/2023;APROVADA;1856;2110;;5010497;29/08/2023;16154;ALTA;REALIZADA;5824.0;403010000;VALOR DA NOTA R$ 6.140,03;;;
1;29/08/2023;APROVADA;1856;2111;;623;29/08/2023;16155;ALTA;REALIZADA;3200.0;FACILITIES;NF 150286 - VENCIMENTO 31/08/2023;;;
1;29/08/2023;APROVADA;1856;2112;6513.0;5012288;12/09/2023;16346;ALTA;PENDENTE;1789.0;FACILITIES;LINK ENVIADO POR E-MAIL;;;
1;29/08/2023;APROVADA;1856;2116;47617.0;5011827;31/08/2023;16187;ALTA;REALIZADA;196.0;FACILITIES;NF 47617 - VENCIMENTO 26/09/2023;;;
